"rho","SNR","n","cp1","cp2","cp3","cp4","cp5","cp6"
0,6,1000,500,501,1,499,2,3
0,6,1000,500,499,999,1,2,3
0,6,1000,500,498,999,1,2,3
0,6,1000,499,500,501,1,498,997
0,6,1000,500,499,498,2,497,1
0,6,1000,500,501,998,502,1,2
0,6,1000,500,501,1,2,3,4
0,6,1000,500,498,499,999,1,2
0,6,1000,500,1,998,2,3,4
0,6,1000,500,502,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,498,499,496,4,999,1
0,6,1000,500,1,2,3,4,5
0,6,1000,500,1,2,502,999,3
0,6,1000,500,1,2,3,4,5
0,6,1000,499,999,997,1,2,3
0,6,1000,500,5,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,498,500,1,502,999,2
0,6,1000,500,997,998,186,214,86
0,6,1000,501,500,502,504,499,503
0,6,1000,499,500,498,1,2,501
0,6,1000,501,503,999,1,2,3
0,6,1000,500,501,499,498,1,2
0,6,1000,500,499,501,1,2,3
0,6,1000,500,501,1,2,3,4
0,6,1000,500,496,497,498,499,1
0,6,1000,500,499,997,497,498,1
0,6,1000,499,501,497,500,498,3
0,6,1000,500,501,1,2,3,4
0,6,1000,500,1,501,502,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,499,500,1,2,3,497
0,6,1000,500,1,2,3,4,5
0,6,1000,499,1,2,3,4,5
0,6,1000,500,999,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,499,500,1,2,3,4
0,6,1000,500,499,1,2,3,4
0,6,1000,500,497,1,2,3,4
0,6,1000,499,500,498,997,999,1
0,6,1000,500,497,1,496,999,2
0,6,1000,500,497,502,1,2,3
0,6,1000,499,500,999,998,997,1
0,6,1000,501,500,502,504,499,1
0,6,1000,500,499,999,1,2,3
0,6,1000,500,501,3,1,2,4
0,6,1000,500,498,502,499,503,497
0,6,1000,499,999,1,2,3,4
0,6,1000,498,500,1,2,3,4
0,6,1000,501,500,2,1,3,4
0,6,1000,500,499,1,502,2,3
0,6,1000,500,501,502,1,2,3
0,6,1000,499,1,2,3,4,5
0,6,1000,500,502,498,499,496,1
0,6,1000,500,1,999,2,3,4
0,6,1000,500,501,502,503,1,2
0,6,1000,500,499,501,504,505,638
0,6,1000,500,501,499,1,2,3
0,6,1000,502,500,498,1,2,3
0,6,1000,500,499,1,2,3,4
0,6,1000,502,999,1,2,3,4
0,6,1000,499,1,2,3,4,5
0,6,1000,500,498,999,1,2,3
0,6,1000,500,501,1,2,3,4
0,6,1000,500,502,1,2,3,4
0,6,1000,500,499,999,501,1,2
0,6,1000,500,999,1,2,3,4
0,6,1000,500,2,999,1,499,3
0,6,1000,500,770,1,2,3,4
0,6,1000,500,2,499,1,3,4
0,6,1000,500,2,1,998,999,3
0,6,1000,500,999,1,2,3,4
0,6,1000,500,498,999,1,2,3
0,6,1000,500,501,499,1,2,3
0,6,1000,502,500,503,501,1,2
0,6,1000,500,504,2,1,3,4
0,6,1000,500,501,499,998,999,1
0,6,1000,500,502,1,2,3,4
0,6,1000,500,2,3,1,4,5
0,6,1000,499,1,2,3,4,5
0,6,1000,500,2,1,501,3,4
0,6,1000,500,501,496,502,2,498
0,6,1000,500,1,2,3,4,5
0,6,1000,501,500,999,1,2,3
0,6,1000,500,499,1,501,999,2
0,6,1000,500,499,501,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,1,2,3,4
0,6,1000,500,501,1,499,999,2
0,6,1000,500,498,501,1,2,3
0,6,1000,500,499,502,1,2,3
0,6,1000,500,2,1,999,3,4
0,6,1000,500,501,1,2,3,4
0,6,1000,500,501,503,1,2,3
0,6,1000,500,1,998,999,2,3
0,6,1000,500,2,1,3,4,5
0,6,1000,502,999,1,3,2,4
0,6,1000,499,1,2,3,4,5
0,6,1000,500,999,1,2,3,4
0,6,1000,500,2,3,499,501,1
0,6,1000,500,998,1,999,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,998,478,481,501,1
0,6,1000,499,500,5,1,6,2
0,6,1000,500,1,2,3,4,5
0,6,1000,500,999,1,2,3,4
0,6,1000,501,500,498,996,1,2
0,6,1000,501,502,1,4,999,2
0,6,1000,500,1,2,3,4,5
0,6,1000,498,500,499,497,1,997
0,6,1000,501,502,503,1,2,3
0,6,1000,499,500,498,1,2,3
0,6,1000,501,500,502,503,508,504
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,501,999,1,2
0,6,1000,500,499,501,1,2,3
0,6,1000,501,500,502,998,498,1
0,6,1000,498,499,1,497,2,3
0,6,1000,500,501,499,498,1,2
0,6,1000,500,499,1,2,3,4
0,6,1000,500,998,1,501,997,999
0,6,1000,500,501,502,499,999,1
0,6,1000,501,500,1,2,3,4
0,6,1000,501,1,2,3,4,5
0,6,1000,500,501,140,93,107,116
0,6,1000,500,499,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,1,2,3,4
0,6,1000,503,502,500,499,501,504
0,6,1000,500,502,998,999,1,2
0,6,1000,500,501,503,498,499,504
0,6,1000,500,502,2,3,499,504
0,6,1000,499,501,1,2,3,4
0,6,1000,500,495,496,360,492,494
0,6,1000,500,501,499,1,2,3
0,6,1000,499,500,997,2,998,1
0,6,1000,500,999,3,5,6,499
0,6,1000,499,1,998,999,2,3
0,6,1000,500,1,999,2,3,4
0,6,1000,499,501,502,1,998,2
0,6,1000,499,500,999,1,2,3
0,6,1000,500,501,2,3,1,4
0,6,1000,500,1,2,3,4,5
0,6,1000,500,502,1,2,3,4
0,6,1000,501,499,1,502,999,2
0,6,1000,499,498,501,4,1,2
0,6,1000,501,500,1,2,3,4
0,6,1000,500,997,1,502,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,1,999,2,3,4
0,6,1000,499,500,1,451,999,2
0,6,1000,499,494,496,1,2,3
0,6,1000,499,496,999,1,2,3
0,6,1000,500,999,998,1,2,3
0,6,1000,500,501,1,2,3,4
0,6,1000,500,499,498,999,1,2
0,6,1000,499,504,1,2,3,4
0,6,1000,500,499,999,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,502,1,2,3,4
0,6,1000,500,999,998,997,1,2
0,6,1000,500,499,1,501,2,3
0,6,1000,500,997,1,3,2,4
0,6,1000,500,499,501,1,2,3
0,6,1000,500,1,998,999,2,3
0,6,1000,500,1,999,2,3,4
0,6,1000,500,501,499,498,1,2
0,6,1000,500,497,499,999,1,2
0,6,1000,500,498,998,1,2,3
0,6,1000,500,499,503,999,1,2
0,6,1000,500,1,999,2,3,4
0,6,1000,501,1,2,3,4,5
0,6,1000,500,1,2,3,4,5
0,6,1000,500,497,499,1,496,501
0,6,1000,500,499,999,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,501,3,2,1,4
0,6,1000,500,499,501,1,2,3
0,6,1000,500,499,1,2,3,4
0,6,1000,500,501,1,2,3,4
0,6,1000,500,497,1,2,3,4
0,6,1000,500,499,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,499,500,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,501,503,999,1
0,6,1000,497,496,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,500,1,2,498,999,3
0,6,1000,501,499,1,2,3,4
0,6,1000,499,500,502,999,1,2
0,6,1000,500,499,501,1,998,999
0,6,1000,501,498,500,499,2,1
0,6,1000,499,500,1,2,3,4
0,6,1000,500,1,998,999,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,499,497,999,1,2,3
0,6,1000,500,499,498,501,502,1
0,6,1000,500,1,499,2,3,4
0,6,1000,499,4,1,2,3,5
0,6,1000,500,55,1,2,3,4
0,6,1000,501,999,1,2,3,4
0,6,1000,500,999,1,2,3,4
0,6,1000,500,194,498,998,999,1
0,6,1000,500,499,501,498,502,1
0,6,1000,501,500,222,498,499,929
0,6,1000,499,1,2,3,4,5
0,6,1000,500,501,998,999,1,2
0,6,1000,500,1,2,3,4,5
0,6,1000,500,501,499,1,2,3
0,6,1000,500,501,1,2,3,4
0,6,1000,499,501,1,503,2,3
0,6,1000,499,500,1,998,2,3
0,6,1000,500,499,999,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,998,999,1,2,3
0,6,1000,500,4,501,1,2,3
0,6,1000,501,500,999,1,2,3
0,6,1000,499,999,2,5,1,3
0,6,1000,500,1,2,3,4,5
0,6,1000,501,500,2,1,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,498,497,496,999
0,6,1000,501,502,500,995,999,1
0,6,1000,500,499,997,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,4,1,2,3,5
0,6,1000,500,1,2,3,4,5
0,6,1000,500,1,499,999,2,3
0,6,1000,500,501,1,2,3,4
0,6,1000,498,500,499,1,2,3
0,6,1000,500,499,497,495,498,493
0,6,1000,500,1,2,3,4,5
0,6,1000,500,2,999,1,3,4
0,6,1000,500,805,809,806,807,810
0,6,1000,500,998,1,2,3,4
0,6,1000,499,498,581,1,2,3
0,6,1000,500,499,498,1,2,3
0,6,1000,499,500,497,496,501,1
0,6,1000,500,1,2,3,4,5
0,6,1000,500,498,995,1,2,3
0,6,1000,500,499,1,2,3,4
0,6,1000,500,498,1,2,3,4
0,6,1000,496,501,1,2,3,4
0,6,1000,500,501,498,1,2,3
0,6,1000,500,501,503,498,504,1
0,6,1000,500,2,499,1,3,4
0,6,1000,499,1,2,3,4,5
0,6,1000,500,1,499,2,3,4
0,6,1000,500,499,2,501,998,1
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,501,4,1,5
0,6,1000,500,1,2,3,4,5
0,6,1000,499,506,1,2,3,4
0,6,1000,500,499,502,498,1,2
0,6,1000,500,499,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,499,500,1,2,3,4
0,6,1000,500,999,1,2,3,4
0,6,1000,500,3,4,999,1,2
0,6,1000,499,500,2,1,3,4
0,6,1000,500,501,2,499,502,1
0,6,1000,500,1,2,3,4,5
0,6,1000,499,1,498,2,3,4
0,6,1000,502,499,501,503,998,1
0,6,1000,502,499,504,500,3,1
0,6,1000,500,2,1,3,4,5
0,6,1000,500,1,999,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,500,497,496,998,1,2
0,6,1000,500,499,1,2,3,4
0,6,1000,500,499,501,1,2,3
0,6,1000,500,502,2,999,1,3
0,6,1000,500,998,499,498,505,1
0,6,1000,500,1,499,2,3,4
0,6,1000,500,997,1,2,3,4
0,6,1000,500,499,3,501,1,2
0,6,1000,500,501,499,1,2,3
0,6,1000,500,503,998,1,2,3
0,6,1000,500,499,1,2,3,4
0,6,1000,502,499,498,503,504,1
0,6,1000,500,497,502,1,2,3
0,6,1000,502,503,1,2,3,4
0,6,1000,500,498,998,1,2,3
0,6,1000,500,999,501,998,1,2
0,6,1000,500,2,4,999,1,3
0,6,1000,500,1,504,998,2,3
0,6,1000,497,499,500,498,496,1
0,6,1000,500,1,2,998,499,847
0,6,1000,500,1,2,3,4,5
0,6,1000,499,1,2,3,4,5
0,6,1000,500,499,498,501,999,1
0,6,1000,499,1,2,3,4,5
0,6,1000,500,499,998,999,497,1
0,6,1000,501,500,998,999,499,997
0,6,1000,500,1,2,3,4,5
0,6,1000,500,998,1,999,2,3
0,6,1000,499,500,501,502,498,998
0,6,1000,500,499,501,1,2,3
0,6,1000,500,2,1,3,4,5
0,6,1000,499,500,501,498,1,999
0,6,1000,500,498,999,1,2,3
0,6,1000,500,493,496,495,497,502
0,6,1000,499,500,999,1,502,503
0,6,1000,499,500,498,159,1,2
0,6,1000,500,498,499,1,999,2
0,6,1000,501,998,999,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,1,897,999,2,3
0,6,1000,500,997,499,994,1,2
0,6,1000,499,500,1,2,3,4
0,6,1000,501,500,998,504,996,997
0,6,1000,500,498,499,1,997,2
0,6,1000,500,501,1,2,3,4
0,6,1000,500,499,998,498,502,1
0,6,1000,500,2,3,1,4,5
0,6,1000,500,499,501,998,830,833
0,6,1000,500,502,1,2,3,4
0,6,1000,500,499,1,2,3,4
0,6,1000,500,1,499,501,2,3
0,6,1000,500,501,502,503,504,1
0,6,1000,500,499,1,2,3,4
0,6,1000,500,499,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,499,500,496,498,1,2
0,6,1000,500,501,1,2,3,4
0,6,1000,500,499,1,2,3,4
0,6,1000,500,501,502,499,498,1
0,6,1000,500,501,499,3,1,2
0,6,1000,500,499,999,1,2,3
0,6,1000,501,500,503,1,2,3
0,6,1000,499,76,83,271,288,497
0,6,1000,500,499,1,2,3,4
0,6,1000,502,503,504,999,1,2
0,6,1000,500,502,994,997,998,1
0,6,1000,499,999,496,497,501,1
0,6,1000,500,499,1,2,3,4
0,6,1000,500,501,499,497,496,1
0,6,1000,500,499,501,1,999,2
0,6,1000,500,498,501,998,999,1
0,6,1000,499,496,498,495,497,997
0,6,1000,500,499,498,1,999,2
0,6,1000,500,501,499,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,499,497,498,503,1,2
0,6,1000,500,498,998,1,501,2
0,6,1000,500,499,2,497,498,999
0,6,1000,501,502,500,504,503,499
0,6,1000,500,499,498,998,1,2
0,6,1000,500,996,1,995,999,2
0,6,1000,500,499,498,501,1,2
0,6,1000,499,4,5,6,1,2
0,6,1000,500,1,2,3,4,5
0,6,1000,500,1,502,504,999,2
0,6,1000,500,1,2,3,4,5
0,6,1000,501,500,502,496,497,498
0,6,1000,500,1,2,3,4,5
0,6,1000,499,500,1,2,3,4
0,6,1000,500,1,2,3,4,5
0,6,1000,504,500,502,501,499,503
0,6,1000,499,500,1,2,3,4
0,6,1000,500,497,498,2,502,501
0,6,1000,500,501,815,816,818,817
0,6,1000,500,498,1,2,3,4
0,6,1000,500,499,501,999,1,2
0,6,1000,500,499,3,4,501,998
0,6,1000,500,499,501,1,2,3
0,6,1000,500,499,998,1,2,3
0,6,1000,500,1,998,2,3,4
0,6,1000,500,1,501,578,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,497,498,496,1,2
0,6,1000,500,499,1,2,3,4
0,6,1000,500,499,999,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,1,999,3,2
0,6,1000,500,499,1,498,2,3
0,6,1000,501,499,500,1,502,2
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,501,1,2,3
0,6,1000,500,503,502,999,1,2
0,6,1000,499,500,1,498,501,2
0,6,1000,501,499,500,999,1,2
0,6,1000,500,1,2,3,4,5
0,6,1000,499,1,2,3,4,5
0,6,1000,499,500,1,2,3,4
0,6,1000,500,1,495,498,2,3
0,6,1000,500,499,999,1,2,3
0,6,1000,500,1,3,2,4,5
0,6,1000,499,500,1,2,3,4
0,6,1000,500,499,498,502,1,2
0,6,1000,500,499,1,504,501,999
0,6,1000,500,501,1,2,3,4
0,6,1000,498,500,499,1,999,2
0,6,1000,499,1,2,3,4,5
0,6,1000,500,1,2,3,4,5
0,6,1000,499,498,2,1,3,4
0,6,1000,500,1,499,998,2,3
0,6,1000,498,500,1,3,2,4
0,6,1000,499,500,1,2,3,4
0,6,1000,500,501,999,1,2,3
0,6,1000,500,1,2,3,4,5
0,6,1000,500,503,1,2,3,4
0,6,1000,500,1,502,2,3,4
0,6,1000,501,499,1,502,2,3
0,6,1000,500,501,499,1,2,3
0,6,1000,500,997,999,1,2,3
0,6,1000,500,499,1,998,2,3
0,6,1000,500,2,501,1,3,4
0,6,1000,500,2,1,3,4,5
0,6,1000,499,1,2,3,4,5
0,6,1000,500,504,501,497,499,1
0,6,1000,498,1,2,3,4,5
0,6,1000,499,498,500,502,1,2
0,6,1000,500,1,2,3,4,5
0,6,1000,500,498,1,2,3,4
0,6,1000,500,501,1,2,3,4
0,6,1000,499,500,498,2,998,1
0,6,1000,500,1,2,3,4,5
0,6,1000,500,499,439,1,2,3
0,6,1000,500,499,501,497,1,2
0,6,1000,500,502,499,1,2,3
0,6,1000,500,503,501,502,499,504
0,6,1000,500,999,1,499,501,2
0,6,1000,500,501,502,1,499,998
0,6,1000,500,502,501,498,499,998
0,6,1000,500,999,1,2,3,4
0,6,1000,502,499,503,1,2,3
