"rho","SNR","n","cp1","cp2","cp3","cp4","cp5","cp6"
0.3,3.52,1000,504,506,503,508,505,501
0.3,3.52,1000,501,500,498,494,492,493
0.3,3.52,1000,499,498,999,501,996,2
0.3,3.52,1000,501,500,27,24,437,1
0.3,3.52,1000,500,984,989,669,688,983
0.3,3.52,1000,500,501,497,998,1,2
0.3,3.52,1000,494,496,489,501,490,500
0.3,3.52,1000,500,3,4,5,9,498
0.3,3.52,1000,504,1,3,479,484,2
0.3,3.52,1000,497,500,495,1,2,3
0.3,3.52,1000,500,501,2,3,152,163
0.3,3.52,1000,502,504,503,500,2,1
0.3,3.52,1000,500,3,696,1,2,4
0.3,3.52,1000,500,497,498,501,1,2
0.3,3.52,1000,500,502,499,406,407,8
0.3,3.52,1000,501,498,500,499,504,502
0.3,3.52,1000,499,498,495,496,6,300
0.3,3.52,1000,497,500,495,499,501,998
0.3,3.52,1000,497,502,1,501,496,999
0.3,3.52,1000,499,500,24,212,498,998
0.3,3.52,1000,500,3,1,990,991,999
0.3,3.52,1000,500,507,506,498,504,499
0.3,3.52,1000,499,498,494,1,2,3
0.3,3.52,1000,498,499,500,489,495,488
0.3,3.52,1000,500,499,497,501,1,2
0.3,3.52,1000,499,501,498,999,998,488
0.3,3.52,1000,500,501,498,996,998,1
0.3,3.52,1000,500,995,997,1,996,498
0.3,3.52,1000,500,501,502,498,4,999
0.3,3.52,1000,500,505,504,501,499,498
0.3,3.52,1000,501,500,502,2,994,995
0.3,3.52,1000,500,1,152,855,2,3
0.3,3.52,1000,500,499,503,498,502,497
0.3,3.52,1000,500,498,499,503,1,120
0.3,3.52,1000,500,499,501,997,996,502
0.3,3.52,1000,500,499,498,496,501,502
0.3,3.52,1000,499,497,3,4,1,2
0.3,3.52,1000,501,1,5,502,999,2
0.3,3.52,1000,500,499,998,999,2,3
0.3,3.52,1000,500,499,501,996,999,1
0.3,3.52,1000,500,320,499,1,2,3
0.3,3.52,1000,500,499,498,501,422,491
0.3,3.52,1000,500,501,497,1,7,230
0.3,3.52,1000,500,499,501,497,269,491
0.3,3.52,1000,500,498,5,1,2,120
0.3,3.52,1000,502,6,31,347,499,690
0.3,3.52,1000,500,501,993,268,275,989
0.3,3.52,1000,500,502,501,2,6,158
0.3,3.52,1000,500,502,499,497,1,2
0.3,3.52,1000,500,612,1,2,3,4
0.3,3.52,1000,500,498,499,502,504,2
0.3,3.52,1000,500,4,1,2,3,5
0.3,3.52,1000,498,500,497,2,3,428
0.3,3.52,1000,500,505,998,999,1,2
0.3,3.52,1000,500,501,498,52,504,999
0.3,3.52,1000,497,503,2,496,538,816
0.3,3.52,1000,499,496,498,500,497,999
0.3,3.52,1000,500,497,498,496,499,501
0.3,3.52,1000,500,501,1,470,3,466
0.3,3.52,1000,500,502,499,505,330,341
0.3,3.52,1000,500,501,502,499,498,431
0.3,3.52,1000,500,1,787,2,3,4
0.3,3.52,1000,498,497,500,499,496,2
0.3,3.52,1000,501,499,1,986,987,998
0.3,3.52,1000,499,500,495,1,3,2
0.3,3.52,1000,500,504,503,486,491,493
0.3,3.52,1000,502,501,506,500,505,507
0.3,3.52,1000,500,502,503,499,497,505
0.3,3.52,1000,497,500,499,501,498,15
0.3,3.52,1000,503,506,502,1,4,999
0.3,3.52,1000,500,499,501,493,492,502
0.3,3.52,1000,499,495,500,501,498,502
0.3,3.52,1000,500,499,1,488,496,491
0.3,3.52,1000,502,501,500,498,499,493
0.3,3.52,1000,496,497,500,499,494,495
0.3,3.52,1000,500,2,613,616,620,3
0.3,3.52,1000,500,498,499,244,1,2
0.3,3.52,1000,499,500,498,495,490,496
0.3,3.52,1000,500,493,494,502,498,499
0.3,3.52,1000,500,501,499,498,1,504
0.3,3.52,1000,500,498,499,6,501,860
0.3,3.52,1000,502,500,501,498,505,1
0.3,3.52,1000,499,497,498,496,494,998
0.3,3.52,1000,499,3,5,100,999,1
0.3,3.52,1000,500,501,499,492,513,1
0.3,3.52,1000,501,502,504,500,505,1
0.3,3.52,1000,500,501,502,974,499,960
0.3,3.52,1000,500,504,998,2,496,999
0.3,3.52,1000,501,500,997,1,993,2
0.3,3.52,1000,501,499,2,206,982,991
0.3,3.52,1000,497,499,500,495,999,132
0.3,3.52,1000,499,500,960,962,3,4
0.3,3.52,1000,502,503,499,1,493,494
0.3,3.52,1000,498,500,501,502,495,2
0.3,3.52,1000,500,496,497,495,499,493
0.3,3.52,1000,500,501,505,504,3,8
0.3,3.52,1000,500,1,2,3,4,903
0.3,3.52,1000,502,501,500,505,499,2
0.3,3.52,1000,503,500,502,505,2,4
0.3,3.52,1000,500,501,496,495,498,1
0.3,3.52,1000,500,2,3,4,133,163
0.3,3.52,1000,500,501,3,4,1,2
0.3,3.52,1000,498,501,499,500,496,495
0.3,3.52,1000,500,501,502,503,498,1
0.3,3.52,1000,499,498,998,2,7,578
0.3,3.52,1000,503,501,500,502,506,994
0.3,3.52,1000,499,500,1,2,3,496
0.3,3.52,1000,499,501,502,504,1,2
0.3,3.52,1000,502,498,499,504,497,505
0.3,3.52,1000,501,498,500,502,503,994
0.3,3.52,1000,498,500,497,499,1,2
0.3,3.52,1000,501,502,2,845,998,1
0.3,3.52,1000,503,501,499,993,1,3
0.3,3.52,1000,498,1,2,3,4,5
0.3,3.52,1000,499,498,497,500,495,496
0.3,3.52,1000,500,501,497,499,1,240
0.3,3.52,1000,500,1,3,5,509,511
0.3,3.52,1000,500,997,1,2,3,4
0.3,3.52,1000,499,501,503,685,999,1
0.3,3.52,1000,498,497,496,427,443,862
0.3,3.52,1000,499,498,497,501,3,58
0.3,3.52,1000,500,501,497,4,2,62
0.3,3.52,1000,501,2,3,999,1,4
0.3,3.52,1000,500,499,892,501,791,889
0.3,3.52,1000,498,500,497,495,3,998
0.3,3.52,1000,501,499,998,1,2,3
0.3,3.52,1000,500,2,1,4,510,999
0.3,3.52,1000,500,499,498,1,155,505
0.3,3.52,1000,503,1,998,999,2,3
0.3,3.52,1000,500,502,4,1,3,491
0.3,3.52,1000,501,499,500,502,190,287
0.3,3.52,1000,500,998,1,2,493,497
0.3,3.52,1000,500,499,503,502,504,505
0.3,3.52,1000,501,503,500,502,504,499
0.3,3.52,1000,501,500,499,1,497,2
0.3,3.52,1000,502,500,498,499,497,2
0.3,3.52,1000,500,998,996,991,994,995
0.3,3.52,1000,500,4,501,999,1,2
0.3,3.52,1000,500,496,501,499,502,554
0.3,3.52,1000,505,504,501,499,506,503
0.3,3.52,1000,492,493,494,498,495,500
0.3,3.52,1000,500,501,1,2,502,3
0.3,3.52,1000,500,499,81,124,457,987
0.3,3.52,1000,501,499,2,1,3,994
0.3,3.52,1000,500,499,5,944,998,1
0.3,3.52,1000,499,500,501,2,1,3
0.3,3.52,1000,498,499,500,999,1,2
0.3,3.52,1000,498,500,499,501,496,495
0.3,3.52,1000,499,498,500,999,1,497
0.3,3.52,1000,500,501,504,3,564,998
0.3,3.52,1000,500,499,502,501,1,91
0.3,3.52,1000,500,4,1,2,3,5
0.3,3.52,1000,500,502,504,503,2,393
0.3,3.52,1000,499,498,500,584,489,494
0.3,3.52,1000,501,499,502,6,7,1
0.3,3.52,1000,499,497,994,1,2,3
0.3,3.52,1000,502,500,501,503,998,997
0.3,3.52,1000,500,8,499,6,4,7
0.3,3.52,1000,500,4,7,10,2,3
0.3,3.52,1000,499,500,498,501,502,1
0.3,3.52,1000,502,500,501,503,107,1
0.3,3.52,1000,500,999,905,920,1,2
0.3,3.52,1000,500,496,995,992,994,991
0.3,3.52,1000,498,500,499,497,501,503
0.3,3.52,1000,500,992,999,1,482,499
0.3,3.52,1000,501,500,502,503,796,1
0.3,3.52,1000,500,499,215,398,501,999
0.3,3.52,1000,499,498,2,497,520,1
0.3,3.52,1000,502,498,501,500,499,1
0.3,3.52,1000,500,863,875,879,877,878
0.3,3.52,1000,500,1,4,429,997,2
0.3,3.52,1000,500,499,2,809,843,844
0.3,3.52,1000,499,505,502,500,495,2
0.3,3.52,1000,500,497,496,499,29,495
0.3,3.52,1000,503,500,498,499,501,497
0.3,3.52,1000,500,658,783,1,2,3
0.3,3.52,1000,499,500,497,493,498,488
0.3,3.52,1000,500,499,498,497,999,141
0.3,3.52,1000,500,997,996,962,963,971
0.3,3.52,1000,500,501,997,999,1,2
0.3,3.52,1000,500,501,1,2,3,4
0.3,3.52,1000,501,500,2,3,4,6
0.3,3.52,1000,500,997,999,995,2,994
0.3,3.52,1000,500,501,502,908,926,998
0.3,3.52,1000,500,621,2,499,530,582
0.3,3.52,1000,500,2,191,479,1,3
0.3,3.52,1000,499,500,498,497,501,493
0.3,3.52,1000,500,499,999,1,993,497
0.3,3.52,1000,499,501,500,503,992,993
0.3,3.52,1000,505,501,503,2,997,1
0.3,3.52,1000,500,1,496,497,498,997
0.3,3.52,1000,499,497,498,1,871,955
0.3,3.52,1000,501,500,498,499,997,2
0.3,3.52,1000,499,999,748,797,940,944
0.3,3.52,1000,499,500,501,999,2,4
0.3,3.52,1000,501,503,500,498,331,329
0.3,3.52,1000,500,497,1,2,3,498
0.3,3.52,1000,502,498,497,496,997,998
0.3,3.52,1000,499,500,2,8,10,507
0.3,3.52,1000,501,498,999,2,992,1
0.3,3.52,1000,501,49,3,39,90,100
0.3,3.52,1000,498,500,505,4,7,135
0.3,3.52,1000,499,500,496,491,492,497
0.3,3.52,1000,500,501,3,4,999,1
0.3,3.52,1000,497,995,2,3,996,997
0.3,3.52,1000,500,501,997,998,999,1
0.3,3.52,1000,496,501,492,493,999,1
0.3,3.52,1000,500,501,499,2,502,998
0.3,3.52,1000,503,504,998,1,2,3
0.3,3.52,1000,499,500,498,4,995,997
0.3,3.52,1000,501,500,499,1,502,109
0.3,3.52,1000,501,499,997,1,2,3
0.3,3.52,1000,500,503,499,501,1,3
0.3,3.52,1000,501,499,1,149,169,999
0.3,3.52,1000,500,1,2,28,21,27
0.3,3.52,1000,501,502,1,2,3,4
0.3,3.52,1000,500,501,499,505,506,502
0.3,3.52,1000,497,496,500,195,185,188
0.3,3.52,1000,500,1,2,4,498,499
0.3,3.52,1000,500,501,495,488,489,490
0.3,3.52,1000,501,500,502,503,504,499
0.3,3.52,1000,500,999,998,1,2,3
0.3,3.52,1000,498,499,500,501,999,2
0.3,3.52,1000,498,499,495,500,494,501
0.3,3.52,1000,500,502,1,2,3,4
0.3,3.52,1000,499,500,501,503,999,1
0.3,3.52,1000,503,504,506,498,499,995
0.3,3.52,1000,500,499,501,498,407,1
0.3,3.52,1000,501,497,998,1,2,3
0.3,3.52,1000,499,3,2,1,998,4
0.3,3.52,1000,502,501,500,497,498,740
0.3,3.52,1000,500,994,997,998,995,996
0.3,3.52,1000,497,1,3,10,50,2
0.3,3.52,1000,501,502,499,503,504,1
0.3,3.52,1000,499,500,501,2,1,3
0.3,3.52,1000,500,499,1,2,3,4
0.3,3.52,1000,502,498,358,364,378,927
0.3,3.52,1000,495,496,498,500,493,998
0.3,3.52,1000,500,499,2,501,3,4
0.3,3.52,1000,498,501,506,1,2,3
0.3,3.52,1000,500,499,502,5,3,507
0.3,3.52,1000,501,500,3,4,494,999
0.3,3.52,1000,499,500,502,503,585,614
0.3,3.52,1000,500,858,993,996,997,999
0.3,3.52,1000,502,500,505,504,503,1
0.3,3.52,1000,500,499,498,502,1,492
0.3,3.52,1000,500,2,80,499,900,902
0.3,3.52,1000,501,499,500,998,1,2
0.3,3.52,1000,501,500,1,502,79,401
0.3,3.52,1000,500,50,339,481,994,996
0.3,3.52,1000,500,201,226,499,1,2
0.3,3.52,1000,500,501,499,503,998,999
0.3,3.52,1000,499,501,502,500,2,17
0.3,3.52,1000,500,498,499,3,2,4
0.3,3.52,1000,502,500,1,2,3,13
0.3,3.52,1000,499,500,498,496,2,3
0.3,3.52,1000,500,501,499,999,497,509
0.3,3.52,1000,500,501,503,505,506,499
0.3,3.52,1000,500,502,501,1,997,999
0.3,3.52,1000,501,500,496,497,498,507
0.3,3.52,1000,500,4,5,2,973,991
0.3,3.52,1000,500,501,499,498,998,999
0.3,3.52,1000,500,498,1,2,3,4
0.3,3.52,1000,499,4,504,5,995,2
0.3,3.52,1000,501,497,500,498,495,1
0.3,3.52,1000,500,499,1,2,3,7
0.3,3.52,1000,501,502,1,2,4,66
0.3,3.52,1000,500,501,997,1,995,2
0.3,3.52,1000,499,997,996,574,592,572
0.3,3.52,1000,500,501,2,3,998,504
0.3,3.52,1000,499,500,501,498,3,998
0.3,3.52,1000,502,501,1,2,3,4
0.3,3.52,1000,501,2,1,998,999,3
0.3,3.52,1000,500,501,4,3,1,12
0.3,3.52,1000,500,498,1,6,8,572
0.3,3.52,1000,500,498,508,485,495,502
0.3,3.52,1000,501,500,5,6,9,14
0.3,3.52,1000,500,907,1,2,3,4
0.3,3.52,1000,498,500,499,501,843,993
0.3,3.52,1000,499,498,501,503,497,494
0.3,3.52,1000,499,501,5,1,2,3
0.3,3.52,1000,500,2,1,3,4,5
0.3,3.52,1000,500,505,498,499,53,434
0.3,3.52,1000,500,501,1,497,499,502
0.3,3.52,1000,501,500,2,422,1,370
0.3,3.52,1000,500,499,998,1,34,496
0.3,3.52,1000,501,500,502,495,498,496
0.3,3.52,1000,498,500,499,502,501,490
0.3,3.52,1000,500,501,499,502,1,221
0.3,3.52,1000,500,503,504,502,506,507
0.3,3.52,1000,501,500,1,50,124,140
0.3,3.52,1000,500,502,998,1,2,260
0.3,3.52,1000,501,500,499,506,507,508
0.3,3.52,1000,500,501,1,507,516,999
0.3,3.52,1000,500,2,1,3,4,5
0.3,3.52,1000,500,501,1,2,999,3
0.3,3.52,1000,500,499,497,1,2,3
0.3,3.52,1000,498,499,491,1,4,7
0.3,3.52,1000,500,2,997,440,455,994
0.3,3.52,1000,500,499,4,3,6,1
0.3,3.52,1000,500,499,5,498,504,506
0.3,3.52,1000,500,501,503,502,498,1
0.3,3.52,1000,500,498,1,2,3,4
0.3,3.52,1000,500,1,499,2,3,4
0.3,3.52,1000,500,502,501,1,4,479
0.3,3.52,1000,500,999,998,997,343,498
0.3,3.52,1000,500,3,2,999,7,499
0.3,3.52,1000,500,499,501,2,157,1
0.3,3.52,1000,500,498,501,5,1,502
0.3,3.52,1000,500,499,1,501,997,2
0.3,3.52,1000,500,501,505,506,2,6
0.3,3.52,1000,500,501,7,9,8,6
0.3,3.52,1000,502,988,956,958,971,981
0.3,3.52,1000,499,500,498,1,2,3
0.3,3.52,1000,500,998,1,13,611,963
0.3,3.52,1000,498,500,1,502,505,999
0.3,3.52,1000,500,249,1,2,3,4
0.3,3.52,1000,500,498,499,998,501,774
0.3,3.52,1000,502,501,503,497,504,498
0.3,3.52,1000,500,6,5,1,2,3
0.3,3.52,1000,500,1,326,559,594,715
0.3,3.52,1000,500,501,2,4,502,996
0.3,3.52,1000,500,1,997,2,3,4
0.3,3.52,1000,500,499,501,2,498,496
0.3,3.52,1000,500,499,501,502,498,503
0.3,3.52,1000,500,499,1,2,5,3
0.3,3.52,1000,499,496,498,495,501,493
0.3,3.52,1000,500,499,498,497,371,1
0.3,3.52,1000,501,502,500,503,3,505
0.3,3.52,1000,499,500,498,484,679,683
0.3,3.52,1000,502,500,509,507,2,999
0.3,3.52,1000,500,497,499,6,997,998
0.3,3.52,1000,500,501,997,998,499,504
0.3,3.52,1000,500,513,498,499,501,514
0.3,3.52,1000,501,5,996,1,2,3
0.3,3.52,1000,499,500,498,497,496,2
0.3,3.52,1000,500,501,503,4,1,2
0.3,3.52,1000,500,994,996,1,2,3
0.3,3.52,1000,498,499,500,502,505,999
0.3,3.52,1000,500,499,999,1,497,504
0.3,3.52,1000,500,996,998,999,1,2
0.3,3.52,1000,499,503,504,505,498,510
0.3,3.52,1000,501,499,500,502,2,4
0.3,3.52,1000,500,501,14,1,2,3
0.3,3.52,1000,502,3,4,2,6,180
0.3,3.52,1000,501,500,503,499,1,2
0.3,3.52,1000,503,501,507,500,502,504
0.3,3.52,1000,499,500,497,493,488,498
0.3,3.52,1000,499,502,498,1,2,3
0.3,3.52,1000,501,500,502,493,489,497
0.3,3.52,1000,500,502,494,498,1,504
0.3,3.52,1000,500,998,999,1,2,3
0.3,3.52,1000,500,498,999,3,75,503
0.3,3.52,1000,499,498,502,6,5,10
0.3,3.52,1000,500,497,498,1,501,502
0.3,3.52,1000,500,501,499,502,901,1
0.3,3.52,1000,500,501,499,28,503,504
0.3,3.52,1000,500,998,999,332,980,993
0.3,3.52,1000,500,502,498,2,494,999
0.3,3.52,1000,500,999,982,996,998,2
0.3,3.52,1000,501,500,503,502,350,347
0.3,3.52,1000,500,501,505,503,994,1
0.3,3.52,1000,500,501,502,499,496,492
0.3,3.52,1000,500,499,999,1,498,996
0.3,3.52,1000,500,2,1,3,502,503
0.3,3.52,1000,500,1,44,180,995,2
0.3,3.52,1000,500,499,501,502,8,6
0.3,3.52,1000,500,499,503,994,996,995
0.3,3.52,1000,499,502,4,829,833,846
0.3,3.52,1000,500,498,3,4,501,2
0.3,3.52,1000,494,498,493,497,500,499
0.3,3.52,1000,498,500,111,2,116,105
0.3,3.52,1000,501,502,4,114,999,1
0.3,3.52,1000,500,501,2,3,999,1
0.3,3.52,1000,504,499,498,503,505,506
0.3,3.52,1000,501,998,999,5,7,997
0.3,3.52,1000,499,502,497,503,999,1
0.3,3.52,1000,500,501,996,998,161,498
0.3,3.52,1000,500,499,491,498,998,1
0.3,3.52,1000,500,82,999,1,2,3
0.3,3.52,1000,498,2,1,3,4,5
0.3,3.52,1000,500,499,1,994,995,999
0.3,3.52,1000,500,501,498,502,497,499
0.3,3.52,1000,500,499,503,504,236,497
0.3,3.52,1000,500,1,2,3,4,5
0.3,3.52,1000,500,995,434,496,503,990
0.3,3.52,1000,500,499,502,498,501,503
0.3,3.52,1000,500,498,999,4,495,998
0.3,3.52,1000,497,496,498,999,6,615
0.3,3.52,1000,499,497,1,999,2,3
0.3,3.52,1000,500,504,502,505,506,501
0.3,3.52,1000,499,501,498,502,503,504
0.3,3.52,1000,500,502,496,2,998,1
0.3,3.52,1000,500,499,1,4,502,503
0.3,3.52,1000,502,503,500,504,499,506
0.3,3.52,1000,503,1,943,999,2,3
0.3,3.52,1000,501,1,2,3,4,5
0.3,3.52,1000,500,499,501,2,487,926
0.3,3.52,1000,501,504,502,505,498,497
0.3,3.52,1000,500,499,331,502,1,2
0.3,3.52,1000,500,501,2,3,995,26
0.3,3.52,1000,502,500,504,499,505,999
0.3,3.52,1000,502,202,528,544,1,2
0.3,3.52,1000,500,499,2,1,488,498
0.3,3.52,1000,503,502,4,1,2,3
0.3,3.52,1000,498,499,501,507,495,1
0.3,3.52,1000,500,495,502,493,499,497
0.3,3.52,1000,499,500,501,497,502,1
0.3,3.52,1000,499,500,498,8,999,1
0.3,3.52,1000,501,499,500,999,3,4
0.3,3.52,1000,500,63,501,997,1,2
0.3,3.52,1000,500,502,504,9,10,1
0.3,3.52,1000,500,501,1,2,3,232
0.3,3.52,1000,500,506,501,503,504,499
0.3,3.52,1000,500,1,993,999,2,3
0.3,3.52,1000,500,2,5,499,992,997
0.3,3.52,1000,500,498,501,502,2,503
0.3,3.52,1000,500,352,495,869,1,2
0.3,3.52,1000,500,497,499,498,501,502
0.3,3.52,1000,500,498,998,1,2,3
0.3,3.52,1000,500,501,499,502,497,696
0.3,3.52,1000,500,1,37,2,3,4
0.3,3.52,1000,501,500,490,911,999,1
0.3,3.52,1000,500,498,497,4,501,1
0.3,3.52,1000,502,503,501,1,505,2
0.3,3.52,1000,500,497,498,501,499,495
0.3,3.52,1000,500,498,93,94,499,105
0.3,3.52,1000,500,499,501,498,497,1
0.3,3.52,1000,500,501,499,1,503,504
0.3,3.52,1000,500,502,501,498,994,996
0.3,3.52,1000,499,501,1,2,3,4
0.3,3.52,1000,501,1,3,9,24,148
0.3,3.52,1000,500,498,3,7,27,436
0.3,3.52,1000,499,500,496,1,495,995
0.3,3.52,1000,494,496,498,1,175,502
0.3,3.52,1000,505,502,501,2,670,1
0.3,3.52,1000,500,501,503,502,505,499
0.3,3.52,1000,503,505,502,509,504,506
0.3,3.52,1000,500,1,996,998,2,3
0.3,3.52,1000,502,1,999,2,3,4
0.3,3.52,1000,498,500,497,496,499,495
0.3,3.52,1000,500,502,504,2,1,3
0.3,3.52,1000,500,499,999,2,799,992
0.3,3.52,1000,499,501,500,498,494,497
0.3,3.52,1000,499,498,500,496,1,2
0.3,3.52,1000,500,496,497,2,501,999
0.3,3.52,1000,500,201,499,502,1,2
0.3,3.52,1000,500,499,498,601,983,998
0.3,3.52,1000,503,501,502,500,499,383
0.3,3.52,1000,499,501,505,503,502,504
0.3,3.52,1000,501,502,504,2,3,4
0.3,3.52,1000,500,1,2,3,4,5
