"rho","SNR","n","cp1","cp2","cp3","cp4","cp5","cp6"
0.7,0.71,1000,506,600,489,485,509,502
0.7,0.71,1000,501,502,507,497,506,503
0.7,0.71,1000,429,437,424,414,471,445
0.7,0.71,1000,524,513,526,504,514,525
0.7,0.71,1000,499,494,496,485,465,497
0.7,0.71,1000,500,506,501,487,466,499
0.7,0.71,1000,507,456,492,496,504,453
0.7,0.71,1000,513,516,493,515,509,510
0.7,0.71,1000,504,502,501,512,500,498
0.7,0.71,1000,486,493,487,484,488,489
0.7,0.71,1000,499,449,442,502,441,461
0.7,0.71,1000,492,499,484,493,503,497
0.7,0.71,1000,505,512,510,494,508,504
0.7,0.71,1000,503,488,482,510,505,507
0.7,0.71,1000,534,524,522,518,523,548
0.7,0.71,1000,521,531,520,516,515,513
0.7,0.71,1000,495,509,366,364,500,513
0.7,0.71,1000,475,478,476,477,474,454
0.7,0.71,1000,500,489,485,499,486,502
0.7,0.71,1000,511,512,510,497,503,498
0.7,0.71,1000,571,579,573,572,568,580
0.7,0.71,1000,499,505,494,467,492,506
0.7,0.71,1000,522,526,523,525,521,528
0.7,0.71,1000,516,504,508,512,510,525
0.7,0.71,1000,507,500,491,506,504,493
0.7,0.71,1000,449,459,456,463,344,346
0.7,0.71,1000,527,519,504,540,518,408
0.7,0.71,1000,496,494,502,505,510,473
0.7,0.71,1000,496,495,505,504,512,528
0.7,0.71,1000,514,549,497,512,511,544
0.7,0.71,1000,486,514,494,489,496,490
0.7,0.71,1000,486,490,483,493,481,488
0.7,0.71,1000,483,522,489,518,478,517
0.7,0.71,1000,503,507,991,501,504,502
0.7,0.71,1000,500,480,502,503,485,474
0.7,0.71,1000,502,516,504,497,498,506
0.7,0.71,1000,506,512,505,511,503,514
0.7,0.71,1000,279,262,270,259,298,253
0.7,0.71,1000,507,480,506,483,486,501
0.7,0.71,1000,523,484,529,530,521,433
0.7,0.71,1000,500,531,505,514,530,523
0.7,0.71,1000,500,487,496,499,474,494
0.7,0.71,1000,510,482,511,531,562,497
0.7,0.71,1000,496,511,528,488,527,510
0.7,0.71,1000,484,482,501,496,489,477
0.7,0.71,1000,503,489,500,497,487,501
0.7,0.71,1000,482,469,452,123,121,32
0.7,0.71,1000,509,513,508,525,546,547
0.7,0.71,1000,507,495,502,500,513,501
0.7,0.71,1000,497,503,505,504,498,499
0.7,0.71,1000,492,507,495,511,489,498
0.7,0.71,1000,499,496,498,512,538,497
0.7,0.71,1000,491,489,508,485,484,510
0.7,0.71,1000,499,498,500,492,473,507
0.7,0.71,1000,498,490,499,474,489,475
0.7,0.71,1000,531,527,571,528,414,537
0.7,0.71,1000,458,428,457,429,453,430
0.7,0.71,1000,690,684,683,679,675,703
0.7,0.71,1000,500,493,499,496,485,508
0.7,0.71,1000,482,484,436,478,480,451
0.7,0.71,1000,514,501,527,523,526,515
0.7,0.71,1000,477,447,434,458,453,479
0.7,0.71,1000,500,504,501,507,505,493
0.7,0.71,1000,517,498,59,62,494,485
0.7,0.71,1000,499,479,482,505,506,993
0.7,0.71,1000,506,504,507,503,505,513
0.7,0.71,1000,511,502,501,508,520,513
0.7,0.71,1000,485,502,484,493,482,449
0.7,0.71,1000,545,552,499,530,501,544
0.7,0.71,1000,90,95,53,94,52,55
0.7,0.71,1000,491,490,527,486,484,485
0.7,0.71,1000,536,526,533,539,543,540
0.7,0.71,1000,504,500,473,503,519,521
0.7,0.71,1000,499,497,488,500,496,502
0.7,0.71,1000,513,511,514,502,505,509
0.7,0.71,1000,504,505,501,497,515,503
0.7,0.71,1000,249,248,478,247,479,485
0.7,0.71,1000,503,515,506,483,501,485
0.7,0.71,1000,488,496,482,494,490,495
0.7,0.71,1000,481,493,513,505,499,510
0.7,0.71,1000,469,466,454,458,463,460
0.7,0.71,1000,467,490,480,501,470,499
0.7,0.71,1000,497,618,512,619,628,621
0.7,0.71,1000,531,532,525,873,546,538
0.7,0.71,1000,458,502,506,463,504,520
0.7,0.71,1000,467,408,505,400,504,494
0.7,0.71,1000,484,488,481,485,487,482
0.7,0.71,1000,499,481,472,485,470,476
0.7,0.71,1000,513,501,507,500,486,506
0.7,0.71,1000,553,548,556,555,554,502
0.7,0.71,1000,513,530,524,523,526,527
0.7,0.71,1000,504,505,500,506,508,499
0.7,0.71,1000,563,566,525,530,573,560
0.7,0.71,1000,495,519,498,545,505,518
0.7,0.71,1000,502,505,503,527,507,504
0.7,0.71,1000,518,510,521,500,530,509
0.7,0.71,1000,501,500,499,505,510,513
0.7,0.71,1000,474,476,497,279,478,496
0.7,0.71,1000,536,542,535,544,546,560
0.7,0.71,1000,503,499,504,517,500,506
0.7,0.71,1000,497,464,525,502,505,462
0.7,0.71,1000,513,523,547,476,458,539
0.7,0.71,1000,494,480,488,502,487,512
0.7,0.71,1000,497,500,491,489,494,486
0.7,0.71,1000,519,524,525,502,540,522
0.7,0.71,1000,507,527,528,500,506,502
0.7,0.71,1000,503,504,497,500,579,286
0.7,0.71,1000,416,479,484,485,412,504
0.7,0.71,1000,501,499,500,502,509,496
0.7,0.71,1000,542,490,489,541,458,525
0.7,0.71,1000,492,401,487,491,484,486
0.7,0.71,1000,486,505,509,487,494,493
0.7,0.71,1000,492,491,442,422,477,484
0.7,0.71,1000,499,498,494,492,495,506
0.7,0.71,1000,497,493,506,498,496,517
0.7,0.71,1000,486,492,490,496,511,491
0.7,0.71,1000,525,492,496,499,519,524
0.7,0.71,1000,513,501,514,573,577,502
0.7,0.71,1000,603,604,600,543,548,601
0.7,0.71,1000,504,485,501,488,507,514
0.7,0.71,1000,527,501,499,530,528,504
0.7,0.71,1000,493,492,494,501,495,461
0.7,0.71,1000,385,386,376,378,391,392
0.7,0.71,1000,503,502,500,507,504,520
0.7,0.71,1000,503,429,450,433,438,430
0.7,0.71,1000,496,497,494,489,498,469
0.7,0.71,1000,463,422,421,423,471,455
0.7,0.71,1000,500,498,501,497,506,550
0.7,0.71,1000,491,500,496,501,497,495
0.7,0.71,1000,498,500,503,501,779,491
0.7,0.71,1000,519,506,510,509,516,527
0.7,0.71,1000,539,496,497,536,534,535
0.7,0.71,1000,526,527,528,489,560,495
0.7,0.71,1000,497,521,478,511,517,477
0.7,0.71,1000,530,521,523,547,529,522
0.7,0.71,1000,527,507,506,518,503,528
0.7,0.71,1000,499,500,502,507,496,497
0.7,0.71,1000,500,485,497,498,496,488
0.7,0.71,1000,531,530,532,525,539,536
0.7,0.71,1000,521,522,519,574,508,590
0.7,0.71,1000,450,448,446,492,458,479
0.7,0.71,1000,512,463,479,487,480,489
0.7,0.71,1000,501,464,498,468,502,470
0.7,0.71,1000,505,507,502,520,501,510
0.7,0.71,1000,508,519,510,521,498,434
0.7,0.71,1000,495,496,502,504,475,485
0.7,0.71,1000,515,623,394,622,500,624
0.7,0.71,1000,478,487,476,695,473,755
0.7,0.71,1000,500,499,523,501,522,513
0.7,0.71,1000,483,499,492,485,482,496
0.7,0.71,1000,504,506,502,503,896,908
0.7,0.71,1000,499,504,500,509,512,544
0.7,0.71,1000,377,370,372,379,408,523
0.7,0.71,1000,506,518,519,503,501,483
0.7,0.71,1000,485,493,491,481,486,497
0.7,0.71,1000,500,499,494,490,484,489
0.7,0.71,1000,496,485,493,492,467,498
0.7,0.71,1000,4,7,3,485,568,577
0.7,0.71,1000,531,533,502,511,534,516
0.7,0.71,1000,456,437,436,446,502,448
0.7,0.71,1000,481,476,480,475,483,492
0.7,0.71,1000,513,997,514,520,501,543
0.7,0.71,1000,517,522,544,512,449,481
0.7,0.71,1000,495,494,496,493,509,502
0.7,0.71,1000,526,524,532,509,523,544
0.7,0.71,1000,460,453,451,462,468,456
0.7,0.71,1000,525,534,528,533,535,519
0.7,0.71,1000,511,507,509,510,515,500
0.7,0.71,1000,487,503,451,498,491,495
0.7,0.71,1000,574,563,154,562,575,118
0.7,0.71,1000,505,518,434,466,429,499
0.7,0.71,1000,498,500,502,488,492,503
0.7,0.71,1000,509,511,510,507,525,514
0.7,0.71,1000,516,527,524,506,534,521
0.7,0.71,1000,465,393,407,463,468,449
0.7,0.71,1000,500,498,497,487,464,496
0.7,0.71,1000,473,474,469,479,466,468
0.7,0.71,1000,488,460,470,482,456,436
0.7,0.71,1000,505,506,502,501,527,496
0.7,0.71,1000,493,497,492,502,494,503
0.7,0.71,1000,500,498,507,499,497,483
0.7,0.71,1000,464,497,463,461,465,487
0.7,0.71,1000,481,480,497,479,492,474
0.7,0.71,1000,494,500,493,495,487,510
0.7,0.71,1000,518,526,520,527,523,515
0.7,0.71,1000,508,506,504,502,519,496
0.7,0.71,1000,493,491,495,473,496,485
0.7,0.71,1000,499,491,501,497,487,507
0.7,0.71,1000,592,587,583,622,601,566
0.7,0.71,1000,490,491,484,495,489,483
0.7,0.71,1000,502,499,455,406,500,407
0.7,0.71,1000,481,473,476,484,490,478
0.7,0.71,1000,493,496,474,498,497,495
0.7,0.71,1000,491,504,494,500,462,478
0.7,0.71,1000,490,495,494,441,487,483
0.7,0.71,1000,497,527,522,506,487,526
0.7,0.71,1000,517,520,521,523,504,534
0.7,0.71,1000,521,544,503,505,530,513
0.7,0.71,1000,507,504,502,503,322,520
0.7,0.71,1000,487,462,460,501,481,483
0.7,0.71,1000,514,517,510,495,524,555
0.7,0.71,1000,522,528,483,517,502,520
0.7,0.71,1000,505,502,516,515,500,498
0.7,0.71,1000,501,504,499,505,486,506
0.7,0.71,1000,520,519,515,525,527,511
0.7,0.71,1000,500,496,494,499,522,501
0.7,0.71,1000,572,554,551,583,567,528
0.7,0.71,1000,426,444,441,439,487,422
0.7,0.71,1000,566,601,591,559,592,554
0.7,0.71,1000,490,483,487,484,485,491
0.7,0.71,1000,454,469,444,510,500,514
0.7,0.71,1000,416,409,423,451,412,424
0.7,0.71,1000,499,494,490,498,504,502
0.7,0.71,1000,655,658,656,657,659,555
0.7,0.71,1000,491,492,511,482,499,488
0.7,0.71,1000,492,493,496,494,483,478
0.7,0.71,1000,495,496,484,490,471,497
0.7,0.71,1000,489,477,436,492,493,433
0.7,0.71,1000,529,505,527,518,546,503
0.7,0.71,1000,464,458,453,465,487,450
0.7,0.71,1000,494,512,510,504,506,515
0.7,0.71,1000,519,517,512,518,509,511
0.7,0.71,1000,491,486,493,527,492,182
0.7,0.71,1000,482,503,488,477,481,485
0.7,0.71,1000,490,502,488,476,507,494
0.7,0.71,1000,509,500,507,502,501,510
0.7,0.71,1000,539,542,543,553,552,546
0.7,0.71,1000,522,512,516,506,273,505
0.7,0.71,1000,506,509,513,511,516,507
0.7,0.71,1000,503,485,500,412,496,497
0.7,0.71,1000,511,484,516,467,514,518
0.7,0.71,1000,502,496,488,497,498,491
0.7,0.71,1000,452,509,500,454,451,495
0.7,0.71,1000,491,495,494,485,498,499
0.7,0.71,1000,499,500,496,501,497,506
0.7,0.71,1000,499,493,502,494,531,491
0.7,0.71,1000,499,500,507,495,498,481
0.7,0.71,1000,501,489,496,499,506,512
0.7,0.71,1000,500,511,509,490,499,510
0.7,0.71,1000,502,501,503,500,498,504
0.7,0.71,1000,500,505,511,484,504,501
0.7,0.71,1000,488,479,481,512,483,507
0.7,0.71,1000,496,497,494,486,481,514
0.7,0.71,1000,443,428,429,430,442,445
0.7,0.71,1000,502,506,503,499,505,477
0.7,0.71,1000,478,476,521,480,483,510
0.7,0.71,1000,542,543,525,547,528,541
0.7,0.71,1000,504,506,527,524,529,525
0.7,0.71,1000,494,484,496,502,492,495
0.7,0.71,1000,498,503,501,521,502,506
0.7,0.71,1000,487,488,501,482,489,499
0.7,0.71,1000,508,530,535,540,504,523
0.7,0.71,1000,484,481,488,486,482,473
0.7,0.71,1000,352,361,357,349,438,379
0.7,0.71,1000,505,501,496,497,504,531
0.7,0.71,1000,460,464,456,467,468,455
0.7,0.71,1000,490,462,463,459,494,467
0.7,0.71,1000,436,435,414,421,430,422
0.7,0.71,1000,504,521,516,514,501,517
0.7,0.71,1000,542,543,513,544,541,540
0.7,0.71,1000,502,505,521,516,504,506
0.7,0.71,1000,497,498,499,510,516,502
0.7,0.71,1000,491,461,462,492,495,465
0.7,0.71,1000,446,497,456,436,471,458
0.7,0.71,1000,495,505,511,507,510,487
0.7,0.71,1000,541,351,515,355,506,542
0.7,0.71,1000,494,493,482,490,607,495
0.7,0.71,1000,453,504,455,522,536,572
0.7,0.71,1000,530,526,524,516,532,525
0.7,0.71,1000,417,458,467,527,459,529
0.7,0.71,1000,485,480,495,483,473,476
0.7,0.71,1000,500,516,511,508,501,504
0.7,0.71,1000,468,460,447,466,453,474
0.7,0.71,1000,493,486,499,473,495,488
0.7,0.71,1000,489,495,487,493,488,500
0.7,0.71,1000,495,493,498,502,497,881
0.7,0.71,1000,495,494,486,484,493,483
0.7,0.71,1000,456,457,462,458,473,459
0.7,0.71,1000,495,502,496,507,500,494
0.7,0.71,1000,552,551,555,550,548,502
0.7,0.71,1000,479,487,477,476,469,472
0.7,0.71,1000,484,482,479,488,485,475
0.7,0.71,1000,491,496,502,497,533,519
0.7,0.71,1000,397,509,499,501,455,418
0.7,0.71,1000,499,501,631,497,496,542
0.7,0.71,1000,495,496,497,482,492,491
0.7,0.71,1000,487,499,491,505,493,495
0.7,0.71,1000,504,503,586,674,486,484
0.7,0.71,1000,492,510,495,487,493,499
0.7,0.71,1000,499,512,509,497,516,504
0.7,0.71,1000,497,526,494,491,499,496
0.7,0.71,1000,490,492,496,495,497,500
0.7,0.71,1000,461,468,502,382,480,459
0.7,0.71,1000,517,505,510,511,512,516
0.7,0.71,1000,454,475,474,476,479,510
0.7,0.71,1000,505,513,511,516,521,480
0.7,0.71,1000,511,513,541,569,512,572
0.7,0.71,1000,493,451,447,448,449,450
0.7,0.71,1000,502,509,507,510,588,514
0.7,0.71,1000,535,460,480,536,491,396
0.7,0.71,1000,513,514,523,541,528,542
0.7,0.71,1000,508,503,494,499,509,533
0.7,0.71,1000,544,564,557,503,534,569
