"rho","SNR","n","cp1","cp2","cp3","cp4","cp5","cp6"
0.3,2.07,1000,498,499,503,500,501,505
0.3,2.07,1000,500,508,498,499,501,497
0.3,2.07,1000,499,500,504,497,495,502
0.3,2.07,1000,498,500,499,496,492,507
0.3,2.07,1000,499,500,498,506,502,505
0.3,2.07,1000,500,507,501,497,751,2
0.3,2.07,1000,500,499,501,498,502,509
0.3,2.07,1000,501,500,492,493,497,491
0.3,2.07,1000,505,506,502,501,500,503
0.3,2.07,1000,501,499,502,497,498,13
0.3,2.07,1000,499,506,502,497,500,998
0.3,2.07,1000,499,498,501,502,497,500
0.3,2.07,1000,501,500,504,249,317,340
0.3,2.07,1000,499,500,498,495,999,612
0.3,2.07,1000,498,500,499,502,497,759
0.3,2.07,1000,500,499,995,28,345,476
0.3,2.07,1000,500,502,499,501,504,503
0.3,2.07,1000,500,507,499,506,505,485
0.3,2.07,1000,497,496,500,7,8,493
0.3,2.07,1000,499,500,498,62,56,63
0.3,2.07,1000,505,500,506,502,501,499
0.3,2.07,1000,500,27,28,30,39,982
0.3,2.07,1000,500,497,498,994,54,55
0.3,2.07,1000,502,508,500,511,506,504
0.3,2.07,1000,498,500,506,502,503,497
0.3,2.07,1000,500,508,511,509,501,507
0.3,2.07,1000,495,498,499,500,507,997
0.3,2.07,1000,500,499,504,498,506,409
0.3,2.07,1000,500,501,499,341,336,339
0.3,2.07,1000,498,499,502,501,497,504
0.3,2.07,1000,500,501,499,498,485,495
0.3,2.07,1000,503,502,510,507,1,712
0.3,2.07,1000,500,501,502,810,808,494
0.3,2.07,1000,500,499,497,498,67,180
0.3,2.07,1000,498,500,495,499,482,14
0.3,2.07,1000,500,499,498,497,7,8
0.3,2.07,1000,499,498,500,494,501,502
0.3,2.07,1000,499,500,498,2,493,501
0.3,2.07,1000,502,498,501,497,499,500
0.3,2.07,1000,500,499,502,501,504,495
0.3,2.07,1000,501,500,504,999,490,502
0.3,2.07,1000,496,500,6,5,4,982
0.3,2.07,1000,512,505,500,508,509,511
0.3,2.07,1000,500,2,3,495,499,508
0.3,2.07,1000,502,506,504,501,498,1
0.3,2.07,1000,495,502,498,497,503,1
0.3,2.07,1000,500,499,501,502,498,736
0.3,2.07,1000,500,502,499,999,2,420
0.3,2.07,1000,500,503,499,506,498,501
0.3,2.07,1000,499,503,502,501,497,498
0.3,2.07,1000,498,497,501,21,26,19
0.3,2.07,1000,501,502,503,496,338,492
0.3,2.07,1000,500,501,495,492,496,485
0.3,2.07,1000,499,501,500,503,36,999
0.3,2.07,1000,501,508,500,506,498,509
0.3,2.07,1000,499,500,496,497,498,2
0.3,2.07,1000,500,997,2,497,980,998
0.3,2.07,1000,501,492,494,502,500,505
0.3,2.07,1000,497,495,498,492,1,3
0.3,2.07,1000,495,500,503,493,507,518
0.3,2.07,1000,501,500,499,503,502,505
0.3,2.07,1000,494,495,496,502,492,498
0.3,2.07,1000,501,503,502,497,499,508
0.3,2.07,1000,501,502,503,505,500,497
0.3,2.07,1000,498,502,501,505,499,500
0.3,2.07,1000,500,501,498,504,1,4
0.3,2.07,1000,501,502,497,504,503,495
0.3,2.07,1000,498,497,496,25,251,282
0.3,2.07,1000,500,505,501,502,499,503
0.3,2.07,1000,500,692,730,738,740,735
0.3,2.07,1000,497,499,501,998,496,999
0.3,2.07,1000,500,497,498,499,998,999
0.3,2.07,1000,501,503,500,505,506,507
0.3,2.07,1000,501,498,494,495,5,3
0.3,2.07,1000,496,497,493,495,494,534
0.3,2.07,1000,499,500,498,501,496,493
0.3,2.07,1000,502,500,501,499,504,994
0.3,2.07,1000,499,500,521,501,240,230
0.3,2.07,1000,500,501,10,489,523,710
0.3,2.07,1000,500,501,502,494,490,488
0.3,2.07,1000,500,483,497,499,498,494
0.3,2.07,1000,498,504,499,500,497,502
0.3,2.07,1000,500,670,3,496,624,634
0.3,2.07,1000,498,443,444,445,449,442
0.3,2.07,1000,493,496,494,126,127,128
0.3,2.07,1000,500,501,497,502,100,270
0.3,2.07,1000,500,504,998,10,8,11
0.3,2.07,1000,498,495,496,494,500,8
0.3,2.07,1000,501,499,7,972,976,4
0.3,2.07,1000,501,498,496,999,1,2
0.3,2.07,1000,498,499,497,500,504,1
0.3,2.07,1000,500,502,969,992,971,972
0.3,2.07,1000,497,503,499,492,1,2
0.3,2.07,1000,500,502,506,997,999,62
0.3,2.07,1000,496,495,500,497,504,503
0.3,2.07,1000,500,497,495,499,489,491
0.3,2.07,1000,504,500,506,501,502,507
0.3,2.07,1000,500,503,491,506,502,497
0.3,2.07,1000,498,490,503,3,4,5
0.3,2.07,1000,500,502,504,2,514,359
0.3,2.07,1000,500,504,505,497,39,34
0.3,2.07,1000,496,495,498,497,494,492
0.3,2.07,1000,501,500,503,502,496,498
0.3,2.07,1000,500,499,2,496,497,1
0.3,2.07,1000,499,500,5,8,540,2
0.3,2.07,1000,503,500,501,502,504,7
0.3,2.07,1000,500,499,997,100,319,325
0.3,2.07,1000,502,996,3,995,997,1
0.3,2.07,1000,503,501,499,500,498,497
0.3,2.07,1000,496,4,977,978,979,984
0.3,2.07,1000,499,493,494,492,497,500
0.3,2.07,1000,496,498,502,495,500,499
0.3,2.07,1000,500,501,498,502,497,499
0.3,2.07,1000,500,499,501,495,860,865
0.3,2.07,1000,498,499,497,507,501,506
0.3,2.07,1000,500,501,499,1,562,582
0.3,2.07,1000,499,501,498,500,502,978
0.3,2.07,1000,500,498,2,4,6,16
0.3,2.07,1000,500,501,499,223,228,311
0.3,2.07,1000,499,500,502,498,496,998
0.3,2.07,1000,503,499,498,507,501,4
0.3,2.07,1000,505,506,504,501,499,500
0.3,2.07,1000,503,498,500,502,506,497
0.3,2.07,1000,499,497,498,501,2,990
0.3,2.07,1000,507,509,510,508,506,515
0.3,2.07,1000,500,503,499,496,505,504
0.3,2.07,1000,499,501,496,497,502,498
0.3,2.07,1000,500,499,502,495,999,2
0.3,2.07,1000,499,500,498,505,48,51
0.3,2.07,1000,499,502,503,504,493,66
0.3,2.07,1000,501,500,504,499,503,498
0.3,2.07,1000,499,500,5,6,9,440
0.3,2.07,1000,505,503,504,508,501,3
0.3,2.07,1000,497,503,498,496,504,502
0.3,2.07,1000,508,499,500,503,506,507
0.3,2.07,1000,502,503,500,501,2,505
0.3,2.07,1000,500,501,990,499,993,502
0.3,2.07,1000,494,497,492,500,496,491
0.3,2.07,1000,503,500,502,493,1,2
0.3,2.07,1000,500,501,498,502,997,998
0.3,2.07,1000,497,498,496,500,491,499
0.3,2.07,1000,497,501,500,498,3,4
0.3,2.07,1000,503,501,502,500,505,508
0.3,2.07,1000,502,495,500,497,501,496
0.3,2.07,1000,500,502,498,997,10,998
0.3,2.07,1000,502,503,508,509,993,998
0.3,2.07,1000,501,504,500,505,503,506
0.3,2.07,1000,500,498,497,501,998,5
0.3,2.07,1000,500,493,502,495,497,496
0.3,2.07,1000,495,498,499,500,487,492
0.3,2.07,1000,500,166,502,377,2,3
0.3,2.07,1000,503,505,500,209,245,264
0.3,2.07,1000,511,510,500,508,502,509
0.3,2.07,1000,501,502,496,497,998,495
0.3,2.07,1000,500,499,503,504,498,502
0.3,2.07,1000,502,503,499,498,505,496
0.3,2.07,1000,496,500,497,498,499,502
0.3,2.07,1000,500,504,502,501,498,7
0.3,2.07,1000,499,500,494,498,488,501
0.3,2.07,1000,501,498,500,496,499,502
0.3,2.07,1000,502,500,501,510,503,505
0.3,2.07,1000,503,498,500,506,501,510
0.3,2.07,1000,500,502,499,501,503,504
0.3,2.07,1000,504,503,499,500,999,981
0.3,2.07,1000,500,486,501,498,996,485
0.3,2.07,1000,498,499,500,496,489,994
0.3,2.07,1000,500,501,502,494,499,495
0.3,2.07,1000,502,504,500,503,501,505
0.3,2.07,1000,500,502,998,3,426,462
0.3,2.07,1000,501,499,500,509,497,506
0.3,2.07,1000,499,500,497,496,501,498
0.3,2.07,1000,500,499,502,61,503,504
0.3,2.07,1000,503,508,498,505,509,504
0.3,2.07,1000,501,504,507,499,503,325
0.3,2.07,1000,498,499,501,500,503,493
0.3,2.07,1000,497,499,494,493,3,4
0.3,2.07,1000,499,501,496,500,494,4
0.3,2.07,1000,500,498,274,143,151,154
0.3,2.07,1000,501,500,502,499,498,497
0.3,2.07,1000,497,499,500,496,998,10
0.3,2.07,1000,498,500,491,501,857,835
0.3,2.07,1000,500,496,493,499,498,492
0.3,2.07,1000,500,501,4,988,989,1
0.3,2.07,1000,499,498,501,506,507,495
0.3,2.07,1000,500,3,501,987,988,4
0.3,2.07,1000,497,496,500,499,505,508
0.3,2.07,1000,498,501,12,503,499,13
0.3,2.07,1000,499,500,495,497,3,7
0.3,2.07,1000,503,501,500,498,504,508
0.3,2.07,1000,500,996,1,4,8,457
0.3,2.07,1000,500,503,501,502,987,999
0.3,2.07,1000,501,500,496,495,503,497
0.3,2.07,1000,499,1,786,893,3,4
0.3,2.07,1000,506,503,501,499,481,483
0.3,2.07,1000,502,494,495,500,11,996
0.3,2.07,1000,501,499,497,496,498,3
0.3,2.07,1000,493,489,495,498,499,492
0.3,2.07,1000,500,501,499,494,495,491
0.3,2.07,1000,509,506,507,505,508,510
0.3,2.07,1000,501,1,704,715,2,3
0.3,2.07,1000,501,500,499,498,3,522
0.3,2.07,1000,500,499,2,6,8,990
0.3,2.07,1000,502,503,499,496,497,871
0.3,2.07,1000,500,498,497,501,499,1
0.3,2.07,1000,501,499,503,1,2,3
