country,year,transport.emissions,gdp,pop
Malta,1978,197.62038,2057251525.57417,310182.0
Malta,1979,203.71878,2273073116.60934,313342.0
Malta,1980,267.28182,2433318207.03429,316645.0
Malta,1981,273.48768,2513903916.56496,318982.0
Malta,1982,311.3676,2571332852.54632,325898.0
Malta,1983,295.047,2555586264.28492,330524.0
Malta,1984,295.47684,2579669366.47065,330593.0
Malta,1985,143.05716,2646361034.06191,336452.0
Malta,1986,451.69794,2749177188.50549,342121.0
Malta,1987,451.2681,2862182514.14623,344485.0
Malta,1988,450.7308,3103013314.10185,347325.0
Malta,1989,450.7308,3356812049.26218,350722.0
Malta,1990,450.7308,3568002219.01698,354170.0
Malta,1991,507.33575999999,3791233995.34006,363845.0
Malta,1992,525.95334,3969078220.34839,367618.0
Malta,1993,593.78796,4146922667.2584,371308.0
Malta,1994,593.78796,4381269610.56252,374797.0
Malta,1995,691.03998,4659151336.95773,377419.0
Malta,1996,544.46346,4835143126.59492,379905.0
Malta,1997,745.73747999999,5089325640.74115,382791.0
Malta,1998,650.93022,5350184178.40896,385287.0
Malta,1999,597.80430000001,5602711527.79319,387578.0
Malta,2000,456.39936,6705425496.50505,390087.0
Malta,2001,425.2626,6626650393.87551,393028.0
Malta,2002,285.50988,6796627094.19727,395969.0
Malta,2003,364.96368,7073560412.73716,398582.0
Malta,2004,445.1697,7083435038.27804,401268.0
Malta,2005,475.4061,7323088871.62987,403834.0
Malta,2006,488.1513,7506934428.04837,405308.0
Malta,2007,500.4852,7865416620.43715,406724.0
Malta,2008,549.2724,8166315322.31222,409379.0
Malta,2009,484.0053,8073782314.43471,412477.0
Malta,2010,509.4957,8521358038.38899,414508.0
Malta,2011,499.9368,8561078442.25008,416268.0
Malta,2012,496.8876,8913680239.65383,420028.0
Malta,2013,506.3094,9401531121.71308,425967.0
Malta,2014,515.8683,10119161211.5833,434558.0
Malta,2015,547.1829,11091423499.3898,445053.0
Malta,2016,550.08550100761,11466437368.2459,455356.0
Malta,2017,566.21746218496,12719183401.753,467999.0
Malta,2018,633.66724503386,13503827804.2827,484630.0
Malta,2019,708.80240240154,14302895817.153,504062.0
Malta,2020,640.74500487927,13112282258.9593,515332.0
Malta,2021,653.7797530526,14462554088.5388,518536.0
Netherlands,1970,12472.2896,278540044641.616,13038526.0
Netherlands,1971,13532.3791,290564563677.776,13194497.0
Netherlands,1972,14442.24818,300832750436.385,13328593.0
Netherlands,1973,15082.07944,317210756181.547,13439322.0
Netherlands,1974,14485.8098,328118739110.483,13545056.0
Netherlands,1975,15753.63704,328125396187.827,13666335.0
Netherlands,1976,17413.81554,342747679887.529,13774037.0
Netherlands,1977,18160.49574,351386430467.402,13856185.0
Netherlands,1978,19772.9806,360860676429.789,13941700.0
Netherlands,1979,19486.40398,368129009943.781,14038270.0
Netherlands,1980,20031.80556,373068985166.768,14149800.0
Netherlands,1981,20646.23706,370145572922.263,14247208.0
Netherlands,1982,20361.08376,365552967323.612,14312690.0
Netherlands,1983,20912.39264,373119759805.182,14367070.0
Netherlands,1984,21281.6438,384543489815.709,14424211.0
Netherlands,1985,19952.35572,394465403148.719,14491632.0
Netherlands,1986,20779.95288,405459058225.018,14572278.0
Netherlands,1987,21314.08908,413289480955.017,14665037.0
Netherlands,1988,22249.43662,427511676525.385,14760094.0
Netherlands,1989,23507.61058,446408196647.337,14848907.0
Netherlands,1990,26067.5055,465082446942.397,14951510.0
Netherlands,1991,26505.90998,476426432932.937,15069798.0
Netherlands,1992,28026.8486,484554605651.777,15184166.0
Netherlands,1993,28886.54272,490648132551.043,15290368.0
Netherlands,1994,28316.19634,505176677944.667,15382838.0
Netherlands,1995,28674.39882,520918165020.581,15459006.0
Netherlands,1996,29889.33878,539143748273.904,15530498.0
Netherlands,1997,29922.36806,562483569063.842,15610650.0
Netherlands,1998,30659.81778,588717336764.449,15707209.0
Netherlands,1999,31191.26096,618353650975.274,15812088.0
Netherlands,2000,31181.73867,644297559542.718,15925513.0
Netherlands,2001,31437.79871,659290074379.866,16046180.0
Netherlands,2002,32176.18644,660722537625.617,16148929.0
Netherlands,2003,32743.02687,661750925152.705,16225302.0
Netherlands,2004,33272.82579,674886321780.345,16281779.0
Netherlands,2005,33443.02414,688727404110.835,16319868.0
Netherlands,2006,34293.45342,712564183491.074,16346101.0
Netherlands,2007,33500.3241,739448107993.38,16381696.0
Netherlands,2008,33837.28199,755496534043.895,16445593.0
Netherlands,2009,32325.98668,727793352989.741,16530388.0
Netherlands,2010,32805.56487,737565720627.788,16615394.0
Netherlands,2011,32884.36514,749006761258.435,16693074.0
Netherlands,2012,31525.62357,741289340197.321,16754962.0
Netherlands,2013,30600.1417,740324364660.471,16804432.0
Netherlands,2014,28394.51919,750862107575.857,16865008.0
Netherlands,2015,28792.314385,765572770634.375,16939923.0
Netherlands,2016,29058.819575902,782351934079.297,17030314.0
Netherlands,2017,29733.534840323,805125436190.089,17131296.0
Netherlands,2018,29809.459426368,824133764145.055,17231624.0
Netherlands,2019,29450.313212678,840250428566.882,17344874.0
Netherlands,2020,26928.6692546,807597591789.77,17441500.0
Netherlands,2021,26983.291212272,846872832523.287,17533044.0
Norway,1970,4098.16476,103215252660.949,3875763.0
Norway,1971,4288.1823,109070042368.503,3903039.0
Norway,1972,4588.03818,114884158313.527,3933004.0
Norway,1973,5251.01742,120091763976.439,3960612.0
Norway,1974,4836.8367,124802976128.965,3985258.0
Norway,1975,5236.866,130983403947.504,4007313.0
Norway,1976,4807.95678,138613702593.779,4026152.0
Norway,1977,5170.77126,144381068512.969,4043205.0
Norway,1978,5299.69734,149967758602.873,4058671.0
Norway,1979,5614.90668,156525038751.679,4072517.0
Norway,1980,5554.1376,163669856360.442,4085620.0
Norway,1981,5539.64382,166285749715.821,4099702.0
Norway,1982,5653.8612,166677110674.796,4114787.0
Norway,1983,5854.85316,173298873617.857,4128432.0
Norway,1984,6142.8346200001,183787620130.206,4140099.0
Norway,1985,6656.3091,193994006406.944,4152516.0
Norway,1986,7197.01146,201835734215.149,4167354.0
Norway,1987,7522.12062,205374723571.355,4186905.0
Norway,1988,7620.76962,204850304846.543,4209488.0
Norway,1989,7658.11224,206977245013.95,4226901.0
Norway,1990,7679.5641,210976914332.954,4241473.0
Norway,1991,8063.62884,217484964348.455,4261732.0
Norway,1992,8193.97872,225258737211.946,4286401.0
Norway,1993,8599.42818,231668078950.088,4311991.0
Norway,1994,8545.22766,243379890461.92,4336613.0
Norway,1995,8818.8496200001,253493520719.231,4359184.0
Norway,1996,9264.7312199999,266239041025.111,4381336.0
Norway,1997,9248.69268,280308690709.931,4405157.0
Norway,1998,9419.94486,287665185491.371,4431464.0
Norway,1999,9177.3387,293455492404.671,4461913.0
Norway,2000,8877.7274399999,302860679962.798,4490967.0
Norway,2001,9201.33963,309144404257.518,4513751.0
Norway,2002,9342.63297,313615418001.447,4538159.0
Norway,2003,9291.9041300001,316469649684.82,4564855.0
Norway,2004,9646.32269,329031642037.821,4591910.0
Norway,2005,9695.08244,337670104371.189,4623291.0
Norway,2006,10177.14962,345773607522.992,4660677.0
Norway,2007,10536.1292,356127064172.781,4709153.0
Norway,2008,10282.25684,357823457683.166,4768212.0
Norway,2009,9988.6480399999,351643773896.869,4828726.0
Norway,2010,10478.9369,354111728841.583,4889252.0
Norway,2011,9941.8646899999,357587103441.149,4953088.0
Norway,2012,9522.55334,367253074299.886,5018573.0
Norway,2013,10255.01537,371050738865.351,5079623.0
Norway,2014,10601.42024,378358747545.727,5137232.0
Norway,2015,9693.3558100001,385801550067.169,5188607.0
Norway,2016,9331.1084889056,389935641211.119,5234519.0
Norway,2017,8659.4768207655,398994977782.37,5276968.0
Norway,2018,8916.8966664426,403459047225.38,5311916.0
Norway,2019,8354.0267455862,406468037614.963,5347896.0
Norway,2020,7994.1711989902,403552919293.169,5379475.0
Norway,2021,8003.91008521,419214549963.832,5408320.0
Poland,1970,9631.93824,,32664300.0
Poland,1971,10280.02068,,32783500.0
Poland,1972,11742.95142,,33055650.0
Poland,1973,13219.73118,,33357200.0
Poland,1974,13329.7038,,33678899.0
Poland,1975,14966.14338,,34015199.0
Poland,1976,15647.391,,34356300.0
Poland,1977,17187.06222,,34689050.0
Poland,1978,18364.24134,,34965600.0
Poland,1979,18729.31248,,35247217.0
Poland,1980,18514.8342,,35574150.0
Poland,1981,17522.95788,,35898587.0
Poland,1982,16531.26948,,36230481.0
Poland,1983,18091.5462,,36571808.0
Poland,1984,18578.59866,,36904134.0
Poland,1985,18465.89904,,37201885.0
Poland,1986,19771.34598,,37456119.0
Poland,1987,20512.48932,,37668045.0
Poland,1988,20544.06942,,37824487.0
Poland,1989,21065.36184,,37961529.0
Poland,1990,17916.51942,194797367584.792,38110782.0
Poland,1991,19377.44892,181131204781.853,38246193.0
Poland,1992,20130.99084,185686615838.017,38363667.0
Poland,1993,19693.13174,192628157725.814,38461408.0
Poland,1994,20600.08604,202823584833.838,38542652.0
Poland,1995,21368.357799999,217229871335.721,38594998.0
Poland,1996,24481.88976,230514657116.328,38624370.0
Poland,1997,26022.65126,245380554450.192,38649660.0
Poland,1998,27533.61746,256767475792.546,38663481.0
Poland,1999,30067.26418,268719724101.34,38660271.0
Poland,2000,26275.86272,280975991510.811,38258629.0
Poland,2001,26074.66762,284512269531.768,38248076.0
Poland,2002,25173.91738,290304549675.023,38230364.0
Poland,2003,27456.30062,300460538532.962,38204570.0
Poland,2004,31137.3207,315432020161.825,38182222.0
Poland,2005,33429.35062,326493699429.633,38165445.0
Poland,2006,37044.9089,346511473670.248,38141267.0
Poland,2007,41177.54524,370980501392.758,38120560.0
Poland,2008,43100.35848,386561612946.014,38125759.0
Poland,2009,43659.64212,397509749303.621,38151603.0
Poland,2010,46222.96558,409175222178.008,38042794.0
Poland,2011,46811.58864,429806605650.617,38063255.0
Poland,2012,44862.69118,436448070035.814,38063164.0
Poland,2013,41938.99092,440186496882.876,38040196.0
Poland,2014,42568.30848,457076270062.343,38011735.0
Poland,2015,45524.00251,477111287969.227,37986412.0
Poland,2016,52053.36873624,491202812044.038,37970087.0
Poland,2017,60306.424819798,516450722907.547,37974826.0
Poland,2018,61938.29690642,547154795065.659,37974750.0
Poland,2019,63049.338973611,571503117124.287,37965475.0
Poland,2020,59711.170695478,559958349913.782,37899070.0
Poland,2021,64025.075096874,598302692664.81,37747124.0
Portugal,1970,2408.1021,66481201352.3269,8680431.0
Portugal,1971,2702.65212,70890003936.0043,8643756.0
Portugal,1972,2974.09806,76572330934.3375,8630430.0
Portugal,1973,3417.69618,85148946573.3098,8633100.0
Portugal,1974,3537.82386,86122079248.932,8754365.0
Portugal,1975,4067.76672,82377809425.4785,9093470.0
Portugal,1976,4325.92776,88062068085.7543,9355810.0
Portugal,1977,4555.46394,92995831146.0664,9455675.0
Portugal,1978,4695.1092,95614562274.7027,9558250.0
Portugal,1979,5257.53198,101006207990.821,9661265.0
Portugal,1980,5765.43186,105641726219.543,9766312.0
Portugal,1981,6062.30568,107351119444.742,9851362.0
Portugal,1982,6485.01606,109643468494.882,9911771.0
Portugal,1983,6408.93384,109453660796.144,9957865.0
Portugal,1984,6169.45752,107395954860.652,9996232.0
Portugal,1985,6193.03176,110411030622.129,10023613.0
Portugal,1986,6638.4567,114983102465.714,10032734.0
Portugal,1987,7245.66384,122320627422.591,10030031.0
Portugal,1988,8016.48,131481351670.397,10019610.0
Portugal,1989,8532.57384,139949591199.726,10005000.0
Portugal,1990,9133.46766,145478331657.148,9983218.0
Portugal,1991,9844.66998,151833125542.386,9960235.0
Portugal,1992,10752.84792,153487311625.174,9952494.0
Portugal,1993,11319.44832,150351141407.788,9964675.0
Portugal,1994,11900.56932,151801786241.278,9991525.0
Portugal,1995,12379.34736,158303123479.596,10026176.0
Portugal,1996,13169.92284,163850456044.527,10063945.0
Portugal,1997,13709.14452,171061297929.066,10108977.0
Portugal,1998,14965.313,179285861799.304,10160196.0
Portugal,1999,15683.7244,186289802829.511,10217828.0
Portugal,2000,16966.83989,193398953419.572,10289898.0
Portugal,2001,17225.22071,197157995297.652,10362722.0
Portugal,2002,17737.9786,198677933649.212,10419631.0
Portugal,2003,18800.25041,196829193371.541,10458821.0
Portugal,2004,19348.26968,200349947385.126,10483861.0
Portugal,2005,18539.03407,201916379874.368,10503330.0
Portugal,2006,18488.97606,205197590054.868,10522288.0
Portugal,2007,18301.612,210341031080.276,10542964.0
Portugal,2008,18357.09693,211012540457.556,10558177.0
Portugal,2009,17929.76898,204424561357.608,10568247.0
Portugal,2010,17677.33553,207976694614.767,10573100.0
Portugal,2011,16424.14696,204449067168.824,10557560.0
Portugal,2012,15063.949210804,196153968235.59,10514844.0
Portugal,2013,14821.297261662,194344164093.789,10457295.0
Portugal,2014,15032.635272436,195883739714.001,10401062.0
Portugal,2015,15060.33297378,199394066525.44,10358076.0
Portugal,2016,15556.889048557,203420800578.641,10325452.0
Portugal,2017,15858.665216151,210553436228.057,10300300.0
Portugal,2018,15935.178586764,216552789892.193,10283822.0
Portugal,2019,16392.833574287,222362381347.62,10286263.0
Portugal,2020,13362.067928187,203905156212.017,10297081.0
Portugal,2021,13745.695461607,215084035589.303,10325147.0
Romania,1970,6125.8428,,20250398.0
Romania,1971,6125.8428,,20461567.0
Romania,1972,6470.4024,,20657957.0
Romania,1973,6921.684,,20835681.0
Romania,1974,5583.0852,,21029429.0
Romania,1975,7879.1328,,21293583.0
Romania,1976,8985.9924,,21551634.0
Romania,1977,8171.856,,21756096.0
Romania,1978,7869.9852,,21951464.0
Romania,1979,7635.1968,,22090488.0
Romania,1980,6885.0936,,22207282.0
Romania,1981,4479.2748,,22353070.0
Romania,1982,6156.3348,,22475741.0
Romania,1983,5272.0668,,22560478.0
Romania,1984,5049.4752,,22640547.0
Romania,1985,4284.126,,22732999.0
Romania,1986,3988.3536,,22836841.0
Romania,1987,5552.5932,,22949430.0
Romania,1988,5183.64,,23057662.0
Romania,1989,9067.51386,,23161458.0
Romania,1990,10689.22774,116406391741.741,23201835.0
Romania,1991,9031.95938,101368768753.562,23001155.0
Romania,1992,8279.83518,92481537217.6712,22794284.0
Romania,1993,6927.72612,93895426861.6787,22763280.0
Romania,1994,7547.71294,97587341271.6169,22730211.0
Romania,1995,6936.7226,103670459396.434,22684270.0
Romania,1996,10063.30978,107721592103.075,22619004.0
Romania,1997,9675.71672,102498104519.656,22553978.0
Romania,1998,9478.61572,100417584766.001,22507344.0
Romania,1999,7904.42532,100039351182.515,22472040.0
Romania,2000,8103.1446400001,102501583178.018,22442971.0
Romania,2001,10701.596,107850255453.56,22131970.0
Romania,2002,10772.30972,114000946517.052,21730496.0
Romania,2003,11600.94952,116669876631.693,21574326.0
Romania,2004,12061.81044,128836343224.921,21451748.0
Romania,2005,11599.340286,134850614469.96,21319685.0
Romania,2006,12094.180809,145677515540.567,21193760.0
Romania,2007,12106.997855,156215546940.466,20882982.0
Romania,2008,13725.099636,170755257687.594,20537875.0
Romania,2009,13941.74999,161334016648.479,20367487.0
Romania,2010,12837.064968,155039995458.707,20246871.0
Romania,2011,13013.455567,162043286883.085,20147528.0
Romania,2012,14469.113228,165162609237.768,20058035.0
Romania,2013,14142.041351,165608488623.719,19983693.0
Romania,2014,14743.621179,172432676151.367,19908979.0
Romania,2015,14810.746363,177882417554.984,19815616.0
Romania,2016,15911.278851335,182965489563.723,19702267.0
Romania,2017,16960.058086747,197962267814.236,19588715.0
Romania,2018,17497.490260314,209897450635.31,19473970.0
Romania,2019,17820.755342928,217985143290.59,19371648.0
Romania,2020,16728.74554175,209968716122.827,19265250.0
Romania,2021,18206.133490881,220677389818.034,19119880.0
Slovakia,1970,4265.83008,,4538223.0
Slovakia,1971,4265.83008,,4557449.0
Slovakia,1972,4457.7819,,4596622.0
Slovakia,1973,4917.72744,,4641445.0
Slovakia,1974,4853.439,,4689623.0
Slovakia,1975,4213.96686,,4739105.0
Slovakia,1976,4236.06348,,4789507.0
Slovakia,1977,4279.11498,,4840501.0
Slovakia,1978,4644.3204,,4890125.0
Slovakia,1979,4920.38712,,4938973.0
Slovakia,1980,3629.24604,,4979815.0
Slovakia,1981,3737.90232,,5016105.0
Slovakia,1982,3404.4381,,5055099.0
Slovakia,1983,2703.33702,,5091971.0
Slovakia,1984,2722.10238,,5127097.0
Slovakia,1985,2698.03116,,5161768.0
Slovakia,1986,2768.0553,,5193838.0
Slovakia,1987,2854.82988,,5222840.0
Slovakia,1988,2999.32434,,5250596.0
Slovakia,1989,2965.03092,,5275942.0
Slovakia,1990,4087.0422,,5299187.0
Slovakia,1991,3390.88446,,5303294.0
Slovakia,1992,3549.55032,35304372873.3847,5305016.0
Slovakia,1993,2937.11796,35975624843.6742,5325305.0
Slovakia,1994,3355.20756,38208103468.723,5346331.0
Slovakia,1995,3794.77584,40440791791.7082,5361999.0
Slovakia,1996,3518.6688,43117931007.4457,5373361.0
Slovakia,1997,4106.58678,45673029352.7789,5383291.0
Slovakia,1998,4174.5960000001,47534706550.7551,5390516.0
Slovakia,1999,4244.7276,47484360184.3172,5396020.0
Slovakia,2000,4062.89052,48038277837.8844,5388720.0
Slovakia,2001,4044.63564,49601339626.9648,5378867.0
Slovakia,2002,5074.72776,51838084329.0781,5376912.0
Slovakia,2003,4537.47762,54688703651.855,5373374.0
Slovakia,2004,4515.1929,57575655083.7484,5372280.0
Slovakia,2005,5061.01302,61389156292.5511,5372807.0
Slovakia,2006,5124.6432,66603045838.9495,5373054.0
Slovakia,2007,5612.95836,73817506954.537,5374622.0
Slovakia,2008,6041.44476,77932749070.0484,5379233.0
Slovakia,2009,5344.60194,73681102330.2507,5386406.0
Slovakia,2010,6216.9147,78629991379.8007,5391428.0
Slovakia,2011,6008.53482,80730554469.7187,5398384.0
Slovakia,2012,5905.86948,81795230834.9206,5407579.0
Slovakia,2013,5889.54888,82312781984.4718,5413393.0
Slovakia,2014,5754.8871,84532913950.0738,5418649.0
Slovakia,2015,5651.29494,88900883130.8374,5423801.0
Slovakia,2016,6307.7056397169,90629072613.9167,5430798.0
Slovakia,2017,7352.5601304451,93291817009.4113,5439232.0
Slovakia,2018,7321.8129196511,97051840806.3988,5446771.0
Slovakia,2019,7301.9729908689,99497249378.8261,5454147.0
Slovakia,2020,7255.2217536064,96139533846.4664,5458827.0
Slovakia,2021,7620.5853006699,99037470565.4898,5447247.0
Slovenia,1970,1910.273958,,1724891.0
Slovenia,1971,1910.273958,,1738335.0
Slovenia,1972,1853.419614,,1752233.0
Slovenia,1973,1962.228405,,1766697.0
Slovenia,1974,2225.708235,,1776132.0
Slovenia,1975,2204.876517,,1793581.0
Slovenia,1976,2267.983611,,1820249.0
Slovenia,1977,2424.058047,,1842377.0
Slovenia,1978,2676.757434,,1862548.0
Slovenia,1979,2603.550114,,1882599.0
Slovenia,1980,2412.842538,,1901315.0
Slovenia,1981,2432.680143,,1906531.0
Slovenia,1982,2214.587007,,1910334.0
Slovenia,1983,2263.223316,,1922321.0
Slovenia,1984,2123.269995,,1932154.0
Slovenia,1985,2386.744722,,1941641.0
Slovenia,1986,2983.519644,,1965964.0
Slovenia,1987,2642.544408,,1989776.0
Slovenia,1988,2946.073803,,1995196.0
Slovenia,1989,2801.391216,,1996351.0
Slovenia,1990,2590.8795,,1998161.0
Slovenia,1991,2443.55076,,1999429.0
Slovenia,1992,2507.19444,,1996498.0
Slovenia,1993,3041.58348,,1991746.0
Slovenia,1994,3402.74574,,1989443.0
Slovenia,1995,3794.4671400001,26417686104.9211,1989872.0
Slovenia,1996,4313.8251,27263846125.3402,1988628.0
Slovenia,1997,4523.23926,28640614043.0074,1985956.0
Slovenia,1998,3752.74548,29579844442.7437,1981629.0
Slovenia,1999,3546.9849600001,31157238919.3453,1983045.0
Slovenia,2000,3490.31286,32301448497.0859,1988925.0
Slovenia,2001,3648.89808,33340444076.9215,1992060.0
Slovenia,2002,3759.7707,34509226036.6508,1994530.0
Slovenia,2003,3815.3682,35530788949.9488,1995733.0
Slovenia,2004,4000.95288,37079644535.9777,1997012.0
Slovenia,2005,4270.45104,38487919291.2,2000474.0
Slovenia,2006,4508.66584,40699587892.4722,2006868.0
Slovenia,2007,5110.32638,43540484553.7887,2018122.0
Slovenia,2008,6022.7489,45068686557.3586,2021316.0
Slovenia,2009,5046.53728,41666704789.2015,2039669.0
Slovenia,2010,5180.36738,42226600498.2234,2048583.0
Slovenia,2011,5532.3294,42590309918.8992,2052843.0
Slovenia,2012,5551.86644,41466164772.2726,2057159.0
Slovenia,2013,5253.15305,41039360682.0457,2059953.0
Slovenia,2014,5260.13778,42175395368.8082,2061980.0
Slovenia,2015,5234.76994,43107506024.3254,2063531.0
Slovenia,2016,5612.1979609973,44483434040.7344,2065042.0
Slovenia,2017,5740.5465269856,46625480708.1199,2066388.0
Slovenia,2018,5716.5540968708,48702350150.2586,2073894.0
Slovenia,2019,5508.0558697499,50383106847.7508,2088385.0
Slovenia,2020,4613.1549937471,48205866431.4746,2102419.0
Slovenia,2021,4895.3861522119,52164080297.0887,2108079.0
Spain,1970,15242.57298,386704096414.729,33814531.0
Spain,1971,17120.3292,404683801625.874,34224490.0
Spain,1972,19241.77968,437664502790.704,34604469.0
Spain,1973,21655.42816,471751850974.362,34988947.0
Spain,1974,20163.79682,498258576598.269,35373335.0
Spain,1975,23806.39402,500960150616.396,35757900.0
Spain,1976,28792.45502,517510829852.726,36137812.0
Spain,1977,30863.0586,532200759443.856,36511638.0
Spain,1978,33182.2927,539986873776.567,36864898.0
Spain,1979,31778.95978,540211219502.078,37191330.0
Spain,1980,31261.03846,552143016545.967,37491165.0
Spain,1981,31752.969,551411601239.184,37758631.0
Spain,1982,33288.82936,558284735137.638,37986012.0
Spain,1983,33560.96562,568167021108.246,38171525.0
Spain,1984,34250.27344,578307026952.115,38330364.0
Spain,1985,35533.8942,591732054153.262,38469512.0
Spain,1986,37032.0776,610983001511.047,38584624.0
Spain,1987,38687.8084,644874977788.821,38684815.0
Spain,1988,47602.6976,677726999867.622,38766939.0
Spain,1989,50799.23746,710441087303.86,38827764.0
Spain,1990,53305.3583,737305660791.841,38867322.0
Spain,1991,56195.693320001,756077467226.836,38966376.0
Spain,1992,59430.4088,763103054853.539,39157685.0
Spain,1993,58666.092,755231709959.596,39361262.0
Spain,1994,60948.605,773230356774.81,39549108.0
Spain,1995,61906.9232,794552137824.609,39724050.0
Spain,1996,65669.0602,815691686929.687,39889852.0
Spain,1997,66413.02499,845892627812.5,40057389.0
Spain,1998,72925.750389999,883053543058.203,40223509.0
Spain,1999,76913.53977,922707533769.14,40386875.0
Spain,2000,79150.98171,971112252648.437,40567864.0
Spain,2001,83178.098909999,1009306124395.31,40850412.0
Spain,2002,85285.19979,1036869753137.11,41431558.0
Spain,2003,89341.25759,1067788548860.16,42187645.0
Spain,2004,92767.13371,1101132739762.11,42921895.0
Spain,2005,95601.903839999,1141347034482.81,43653155.0
Spain,2006,98785.35455,1188172916518.75,44397319.0
Spain,2007,101743.31785,1231003442635.55,45226803.0
Spain,2008,96310.627149999,1241923268505.08,45954106.0
Spain,2009,89563.58494,1195188366526.17,46362946.0
Spain,2010,86015.23048,1197135561649.22,46576897.0
Spain,2011,81345.42435,1187386271879.3,46742697.0
Spain,2012,70529.08301,1152252436684.76,46773055.0
Spain,2013,74254.417239999,1136082395816.8,46620045.0
Spain,2014,75181.23575,1151939554049.61,46480882.0
Spain,2015,77822.92429,1196156971279.69,46444832.0
Spain,2016,79890.698432762,1232493518447.66,46484062.0
Spain,2017,81213.332432225,1269169576560.16,46593236.0
Spain,2018,82024.644204669,1298163367417.97,46797754.0
Spain,2019,82824.92339091,1323918490148.05,47134837.0
Spain,2020,68075.694545662,1173978918108.98,47365655.0
Spain,2021,75311.685017243,1238777799460.16,47415750.0
Sweden,1970,11669.5514,196150229232.739,8042801.0
Sweden,1971,11763.8595,198003155009.149,8098334.0
Sweden,1972,12108.3766,202534930030.788,8122300.0
Sweden,1973,13030.66316,210571477885.03,8136312.0
Sweden,1974,13169.29158,217305965722.135,8159955.0
Sweden,1975,13640.12354,222853488541.426,8192437.0
Sweden,1976,14770.5763,225211512171.391,8222286.0
Sweden,1977,15416.11348,221616554115.969,8251540.0
Sweden,1978,15897.61156,225498274547.564,8275599.0
Sweden,1979,15719.37978,234157416129.864,8293678.0
Sweden,1980,15126.97578,238138025327.291,8310531.0
Sweden,1981,14775.91788,239221149500.055,8320503.0
Sweden,1982,14816.77502,242208219499.103,8325263.0
Sweden,1983,15044.0055,246811722726.639,8329033.0
Sweden,1984,15375.81858,257250711527.949,8336605.0
Sweden,1985,15899.64954,262808288360.312,8350386.0
Sweden,1986,16975.63858,269881308726.533,8369829.0
Sweden,1987,17397.8363,278932704065.054,8397804.0
Sweden,1988,18394.174660001,286070699812.652,8436489.0
Sweden,1989,18987.261859999,293665324567.97,8492964.0
Sweden,1990,17999.33456,295881542676.808,8558835.0
Sweden,1991,17807.36824,292490814556.963,8617375.0
Sweden,1992,18529.07482,289102037155.611,8668067.0
Sweden,1993,18284.29299,283130298151.25,8718561.0
Sweden,1994,19020.85686,294257241961.393,8780745.0
Sweden,1995,19104.35112,305836832131.49,8826939.0
Sweden,1996,18972.82476,310667391570.025,8840998.0
Sweden,1997,19124.29476,320206516443.849,8846062.0
Sweden,1998,19406.95362,334013297425.391,8850974.0
Sweden,1999,19829.24982,348199457231.41,8857874.0
Sweden,2000,19937.9799,364795858131.684,8872109.0
Sweden,2001,19856.86461,370083569053.714,8895960.0
Sweden,2002,20203.75422,378214012929.902,8924958.0
Sweden,2003,20438.09883,386950040254.662,8958229.0
Sweden,2004,20846.00853,403731506887.751,8993531.0
Sweden,2005,19807.265588,415273396287.166,9029572.0
Sweden,2006,19955.947874,434636654376.703,9080505.0
Sweden,2007,20127.158812,449584772840.507,9148092.0
Sweden,2008,19727.564386,447559127029.566,9219637.0
Sweden,2009,19278.352364,428135998219.291,9298515.0
Sweden,2010,19647.936173,453619110971.171,9378126.0
Sweden,2011,19299.616508,468113753183.843,9449213.0
Sweden,2012,18321.276772,465359818585.788,9519374.0
Sweden,2013,17802.891565,470887249502.535,9600379.0
Sweden,2014,17339.868976,483402482698.498,9696110.0
Sweden,2015,17410.609818,505103781349.757,9799186.0
Sweden,2016,16534.378252805,515562425649.407,9923085.0
Sweden,2017,16275.993041371,528801679620.708,10057698.0
Sweden,2018,15402.53649435,539113433181.757,10175214.0
Sweden,2019,15398.677472139,549821281946.735,10278887.0
Sweden,2020,13754.706999788,537888988025.757,10353442.0
Sweden,2021,13968.16478932,565187309896.877,10415811.0
Switzerland,1970,8054.85762,,6180877.0
Switzerland,1971,8963.22366,,6213399.0
Switzerland,1972,9301.89978,,6260956.0
Switzerland,1973,9688.38246,,6307347.0
Switzerland,1974,9102.92274,,6341405.0
Switzerland,1975,8728.78464,,6338632.0
Switzerland,1976,8737.60986,,6302504.0
Switzerland,1977,9215.11188,,6281174.0
Switzerland,1978,9401.82498,,6281738.0
Switzerland,1979,9396.90864,,6294365.0
Switzerland,1980,9952.25256,378450515821.263,6319408.0
Switzerland,1981,10312.70292,384510779908.155,6354074.0
Switzerland,1982,10585.97568,379475928483.878,6391309.0
Switzerland,1983,10958.193,381901081520.502,6418773.0
Switzerland,1984,11234.15462,393390408753.116,6441865.0
Switzerland,1985,11350.80326,407841982776.108,6470365.0
Switzerland,1986,11887.03262,415422268041.126,6504124.0
Switzerland,1987,12242.56664,422008696742.049,6545106.0
Switzerland,1988,12832.0562,435840438498.306,6593386.0
Switzerland,1989,13216.38968,454715790161.32,6646912.0
Switzerland,1990,13963.14812,470515127240.656,6715519.0
Switzerland,1991,14435.0499,466206071277.777,6799978.0
Switzerland,1992,14769.96492,466002185360.324,6875364.0
Switzerland,1993,13798.77574,465415099988.28,6938265.0
