country,year,transport.emissions,gdp,pop
Germany,1971,84031.19117735,1442604165833.27,78312842.0
Germany,1972,88852.35447356,1504641069065.52,78688452.0
Germany,1973,91825.821071121,1576525098914.39,78936666.0
Germany,1974,89333.228141691,1590557256007.34,78967433.0
Germany,1975,94849.862097739,1576771277634.57,78673554.0
Germany,1976,96732.53075526,1654809762173.58,78336950.0
Germany,1977,103378.18776288,1710199854384.86,78159814.0
Germany,1978,112249.74968307,1761651094839.98,78091820.0
Germany,1979,115800.5761887,1834766016070.68,78126350.0
Germany,1980,117503.4817538,1860614725103.57,78288576.0
Germany,1981,113454.70708263,1870461852829.7,78407907.0
Germany,1982,114231.50785334,1863076506757.72,78333366.0
Germany,1983,116824.2956971,1892371711215.94,78128282.0
Germany,1984,120400.06048241,1945792376994.39,77858685.0
Germany,1985,121140.05967814,1991089163868.88,77684873.0
Germany,1986,127222.30569558,2036632127244.51,77720436.0
Germany,1987,133067.68732117,2065188797761.24,77839920.0
Germany,1988,137897.69873749,2141750213307.76,78144619.0
Germany,1989,141271.08091107,2225204617485.91,78751283.0
Germany,1990,150190.9278869,2342139255489.1,79433029.0
Germany,1991,153594.03581414,2461781853866.62,80013896.0
Germany,1992,156818.03369339,2509123803633.37,80624598.0
Germany,1993,161472.25469167,2484613432320.15,81156363.0
Germany,1994,158964.6167518,2544042703990.73,81438348.0
Germany,1995,161443.61798917,2583326450250.06,81678051.0
Germany,1996,162812.52050554,2604143486148.1,81914831.0
Germany,1997,163711.80734418,2650813925428.06,82034771.0
Germany,1998,166994.4279036,2704199536146.72,82047195.0
Germany,1999,172114.70504226,2755234843518.92,82100243.0
Germany,2000,167900.87972711,2835481139992.39,82211508.0
Germany,2001,164179.61923481,2883158861645.24,82349925.0
Germany,2002,162044.11579047,2877450961484.29,82488495.0
Germany,2003,156939.4173305,2857305447168.18,82534176.0
Germany,2004,156853.15014857,2890881304361.69,82516260.0
Germany,2005,148795.09745224,2912034089955.56,82469422.0
Germany,2006,147123.2055056,3023170179485.12,82376451.0
Germany,2007,142101.86907522,3113153483420.82,82266372.0
Germany,2008,142812.68413154,3143035994104.02,82110097.0
Germany,2009,141657.45112924,2964076668605.51,81902307.0
Germany,2010,142804.97376218,3087971590525.68,81776930.0
Germany,2011,144839.53296402,3209180426118.17,80274983.0
Germany,2012,143512.83149529,3222610768995.58,80425823.0
Germany,2013,147593.23999492,3236712633454.9,80645605.0
Germany,2014,149468.05095651,3308229204839.04,80982500.0
Germany,2015,152460.55264877,3357585719351.56,81686611.0
Germany,2016,155798.65913734,3432459876455.05,82348669.0
Germany,2017,158771.54954613,3524457734041.38,82657002.0
Germany,2018,152954.86669267,3559040862512.65,82905782.0
Germany,2019,154733.61214031,3596645827007.44,83092962.0
Germany,2020,140122.80081963,3463685430302.1,83160871.0
Germany,2021,138938.83130444,3554676005515.55,83196078.0
Greece,1970,3284.45824563,94318336116.7917,8792806.0
Greece,1971,3605.87361702,101714003987.189,8831036.0
Greece,1972,4241.20850631,112048301071.386,8888628.0
Greece,1973,4344.81390792,121115674233.114,8929086.0
Greece,1974,3686.7778461,113317955505.08,8962022.0
Greece,1975,3873.67894977,120532692889.377,9046541.0
Greece,1976,5113.22574003,128791469699.11,9188150.0
Greece,1977,5759.7904737599,132579229099.338,9308479.0
Greece,1978,6548.08262196,142187064851.808,9429959.0
Greece,1979,6638.65871781,146853758173.731,9548258.0
Greece,1980,6843.0891050399,147848150225.85,9642505.0
Greece,1981,7025.75904631,145551002532.458,9729350.0
Greece,1982,7362.7425030099,143902422818.307,9789513.0
Greece,1983,8086.02064963,142350258664.839,9846627.0
Greece,1984,8647.9392734599,145212324832.108,9895801.0
Greece,1985,9133.64982556,148856511045.263,9934300.0
Greece,1986,9676.67750223,149627081061.957,9967213.0
Greece,1987,10117.33471991,146247209666.684,10000595.0
Greece,1988,10610.11219853,152518087763.465,10036983.0
Greece,1989,11245.4786658,158313775912.859,10089498.0
Greece,1990,11622.20064175,158313775912.859,10196792.0
Greece,1991,12458.45510464,163221502034.167,10319927.0
Greece,1992,12757.40312857,164364052890.136,10399061.0
Greece,1993,13053.01771485,161734227742.107,10460415.0
Greece,1994,13235.05036398,164968912718.564,10512922.0
Greece,1995,13662.1802091,168432797539.427,10562153.0
Greece,1996,14317.7268407,173253561149.881,10608800.0
Greece,1997,14650.47015879,181022595641.154,10661259.0
Greece,1998,15392.16329297,188073253821.134,10720509.0
Greece,1999,15668.54419241,193851986394.534,10761698.0
Greece,2000,15858.54268505,201450539792.111,10805808.0
Greece,2001,16214.78284219,209773694977.81,10862132.0
Greece,2002,16793.63549387,218002847793.364,10902022.0
Greece,2003,17818.38983223,230635091420.234,10928070.0
Greece,2004,17926.74264406,242307515416.657,10955141.0
Greece,2005,18402.0248848,243759281967.678,10987314.0
Greece,2006,18828.22463851,257537613577.613,11020362.0
Greece,2007,19586.6236644,265968743229.289,11048473.0
Greece,2008,19158.92545581,265077289564.136,11077841.0
Greece,2009,21017.00794613,253677021313.194,11107017.0
Greece,2010,18926.91856861,239780041723.274,11121341.0
Greece,2011,17293.49951043,215444010389.589,11104899.0
Greece,2012,14020.67796368,200176146628.861,11045011.0
Greece,2013,14334.72456294,195139720340.78,10965211.0
Greece,2014,14226.07024737,196067992081.695,10892413.0
Greece,2015,14353.46388632,195683527003.375,10820883.0
Greece,2016,14693.539551713,194730209118.466,10775971.0
Greece,2017,14358.250047816,196856953384.064,10754679.0
Greece,2018,14424.141935785,200141371166.33,10732882.0
Greece,2019,14813.407309977,203912718651.88,10721582.0
Greece,2020,12010.467142766,185552328472.832,10698599.0
Greece,2021,11993.554235472,201202601384.494,10641221.0
Greenland,1970,,713409403.463132,46400.0
Greenland,1971,,806586745.176455,47200.0
Greenland,1972,,856411814.94172,48300.0
Greenland,1973,,914699280.062503,49000.0
Greenland,1974,,966894344.267381,49500.0
Greenland,1975,,973142803.642582,49600.0
Greenland,1976,,1031134412.38761,49700.0
Greenland,1977,,1122104341.22029,49400.0
Greenland,1978,,1189618186.16532,49200.0
Greenland,1979,,1247440737.5017,49600.0
Greenland,1980,,1355668774.06849,50200.0
Greenland,1981,,1364687761.36282,51000.0
Greenland,1982,,1304373190.78895,51500.0
Greenland,1983,,1349468198.15303,52100.0
Greenland,1984,,1279570934.37709,52700.0
Greenland,1985,,1326357012.19696,53200.0
Greenland,1986,,1420492850.11948,53500.0
Greenland,1987,,1498845418.90699,54100.0
Greenland,1988,,1582834881.34466,54800.0
Greenland,1989,,1688244482.92505,55300.0
Greenland,1990,,1490390113.89542,55600.0
Greenland,1991,,1488699048.74781,55500.0
Greenland,1992,,1412601218.99183,55300.0
Greenland,1993,,1341576581.37848,55200.0
Greenland,1994,,1421056539.22956,55500.0
Greenland,1995,,1474043154.51535,55800.0
Greenland,1996,,1496590669.3289,55900.0
Greenland,1997,,1518574484.4858,56000.0
Greenland,1998,,1636385215.77379,56100.0
Greenland,1999,,1658932713.12615,56100.0
Greenland,2000,,1776743426.95294,56200.0
Greenland,2001,,1799290924.3053,56350.0
Greenland,2002,,1781816619.09558,56609.0
Greenland,2003,,1860751909.98913,56765.0
Greenland,2004,37.71603,1989266282.03924,56911.0
Greenland,2005,34.53714,2088480774.15728,56935.0
Greenland,2006,43.93026,2204510394.03133,56774.0
Greenland,2007,37.57248,2256370133.83959,56555.0
Greenland,2008,37.57248,2395500910.53732,56328.0
Greenland,2009,34.39359,2416244806.46062,56323.0
Greenland,2010,34.39359,2458186589.29546,56905.0
Greenland,2011,34.39359,2445981216.18907,56890.0
Greenland,2012,34.39359,2480082923.88117,56810.0
Greenland,2013,43.93026,2447884486.10122,56483.0
Greenland,2014,40.75137,2563966489.55083,56295.0
Greenland,2015,37.57248,2499115623.00272,56114.0
Greenland,2016,40.60782,2616123069.62063,56186.0
Greenland,2017,40.469994,2617502503.77714,56171.0
Greenland,2018,42.389727,2633811256.96937,56023.0
Greenland,2019,42.389727,2693633300.26335,56225.0
Greenland,2020,38.319573507148,2703236955.7834,56367.0
Greenland,2021,39.099112818226,,56653.0
Hungary,1970,3380.97757626,,10337910.0
Hungary,1971,3796.4881971899,,10367537.0
Hungary,1972,4045.27949589,,10398489.0
Hungary,1973,4407.51662739,,10432055.0
Hungary,1974,5040.7024005299,,10478720.0
Hungary,1975,5356.4285562299,,10540525.0
Hungary,1976,5405.4977003401,,10598677.0
Hungary,1977,6138.62213811,,10648031.0
Hungary,1978,6667.17456375,,10684822.0
Hungary,1979,6690.5140113601,,10704152.0
Hungary,1980,6786.22110168,,10711122.0
Hungary,1981,6615.03628323,,10711848.0
Hungary,1982,6567.96833901,,10705535.0
Hungary,1983,6252.07394364,,10689463.0
Hungary,1984,6507.09831453,,10668095.0
Hungary,1985,6539.08823427,,10648713.0
Hungary,1986,7072.25470113,,10630564.0
Hungary,1987,7444.0901532,,10612741.0
Hungary,1988,7549.5631761899,,10596487.0
Hungary,1989,7985.53170981,,10481719.0
Hungary,1990,7655.64810474,,10373988.0
Hungary,1991,6862.55366865,78733089074.8481,10373400.0
Hungary,1992,6700.54799841,76320565233.1898,10369341.0
Hungary,1993,6742.09886703,75880875956.0739,10357523.0
Hungary,1994,6574.90837095,78117202649.1726,10343355.0
Hungary,1995,6793.22538225,79280778283.9448,10328965.0
Hungary,1996,6792.26413356,79346116187.6974,10311238.0
Hungary,1997,7221.01148123,81840061575.3627,10290486.0
Hungary,1998,8100.8772762299,85031827660.5837,10266570.0
Hungary,1999,8595.00283092,87643177933.1084,10237530.0
Hungary,2000,8604.3199139101,91568886542.0243,10210971.0
Hungary,2001,9081.27443094,95299483590.3448,10187576.0
Hungary,2002,9696.4777194601,99817905184.6813,10158608.0
Hungary,2003,10138.78913719,103884735932.983,10129552.0
Hungary,2004,10649.14875432,109083772922.95,10107146.0
Hungary,2005,11579.25557519,113768132959.824,10087065.0
Hungary,2006,12397.02723157,118257499574.879,10071370.0
Hungary,2007,12778.30660457,118585513679.933,10055780.0
Hungary,2008,12693.57192362,119776044677.938,10038188.0
Hungary,2009,12608.70022979,111873380290.514,10022650.0
Hungary,2010,11407.91349408,113077422068.682,10000023.0
Hungary,2011,10568.64315906,115188393760.125,9971727.0
Hungary,2012,10224.97693314,113748278485.318,9920362.0
Hungary,2013,9550.98210035,115798616344.321,9893082.0
Hungary,2014,10658.86199573,120699456740.623,9866468.0
Hungary,2015,11712.50978576,125174166987.372,9843028.0
Hungary,2016,11719.691692111,127929252772.234,9814023.0
Hungary,2017,12441.162112177,133394359768.376,9787966.0
Hungary,2018,13208.252269401,140547408554.321,9775564.0
Hungary,2019,14017.022983908,147374909829.683,9771141.0
Hungary,2020,12821.484641297,140673383870.477,9750149.0
Hungary,2021,13561.332227204,150685552164.535,9709891.0
Iceland,1970,240.524241,,204438.0
Iceland,1971,258.92692515,,206098.0
Iceland,1972,277.22203506,,209137.0
Iceland,1973,335.47920498,,212317.0
Iceland,1974,304.77241623,,215209.0
Iceland,1975,341.14777169999,,217979.0
Iceland,1976,316.7541024,,220154.0
Iceland,1977,319.91081427,,221799.0
Iceland,1978,359.55045585,,223537.0
Iceland,1979,350.40275883,,225735.0
Iceland,1980,356.50131822,,228138.0
Iceland,1981,368.912706,,230755.0
Iceland,1982,384.26625252,,233860.0
Iceland,1983,378.27526737,,236977.0
Iceland,1984,393.84395496,,239511.0
Iceland,1985,409.19719026,,241405.0
Iceland,1986,433.80572391,,243180.0
Iceland,1987,482.9155011,,245859.0
Iceland,1988,507.30917733,,249740.0
Iceland,1989,507.41614929,,252852.0
Iceland,1990,534.85895622,,254826.0
Iceland,1991,553.26193143,,257797.0
Iceland,1992,547.37852052,,261057.0
Iceland,1993,547.4858037,,263725.0
Iceland,1994,559.79020518,,266021.0
Iceland,1995,547.27093935,9144289754.98199,267468.0
Iceland,1996,601.94140472999,9561920769.22616,268916.0
Iceland,1997,525.28184865001,10113797776.4047,271128.0
Iceland,1998,556.09622487001,10858456575.5095,274047.0
Iceland,1999,574.71375321,11296586994.517,277381.0
Iceland,2000,584.39842761,11859726687.7669,281205.0
Iceland,2001,590.60456817,12335716528.3788,284968.0
Iceland,2002,599.96712953999,12404737216.2574,287523.0
Iceland,2003,599.96712954,12670532078.9946,289521.0
Iceland,2004,631.10392419,13659137611.5282,292074.0
Iceland,2005,631.10392418999,14495683157.7376,296734.0
Iceland,2006,822.37049931001,15411374460.634,303782.0
Iceland,2007,885.61105124999,16714384610.1713,311566.0
Iceland,2008,832.48516637999,17083688339.561,317414.0
Iceland,2009,835.55955198,15774426999.3488,318499.0
Iceland,2010,788.96195520001,15327572988.2618,318041.0
Iceland,2011,779.86506157,15610486135.6369,319014.0
Iceland,2012,768.12972813,15776524980.7745,320716.0
Iceland,2013,780.97141980001,16494745020.423,323764.0
Iceland,2014,759.19686836999,16773046835.507,327386.0
Iceland,2015,800.23349282999,17517210519.0912,330815.0
Iceland,2016,876.99762576044,18621440660.0019,335439.0
Iceland,2017,926.43947285619,19402600566.9271,343400.0
Iceland,2018,952.41589143867,20351154562.7013,352721.0
Iceland,2019,933.07398477809,20842727765.4037,360563.0
Iceland,2020,614.83430095005,19416606631.8892,366463.0
Iceland,2021,626.26011358124,20271528517.8067,372520.0
Ireland,1970,2386.42199334,35933395673.5441,2957250.0
Ireland,1971,2564.24265396,37180244069.7707,2992050.0
Ireland,1972,2758.38412803,39593170542.8121,3036850.0
Ireland,1973,3064.80869901,41462533336.5816,3085950.0
Ireland,1974,2991.99043722,43228932224.5883,3137500.0
Ireland,1975,3159.50848419,45674239831.3426,3189550.0
Ireland,1976,3260.88414768,46311307709.4719,3238050.0
Ireland,1977,3709.20080084,50114068833.4933,3282200.0
Ireland,1978,4392.08935632,53715630889.9289,3329100.0
Ireland,1979,4492.31093143,55366331992.7269,3373750.0
Ireland,1980,4338.44738256,57071243895.3609,3412800.0
Ireland,1981,4409.56555751,58968985809.8468,3453000.0
Ireland,1982,4181.5125965,60315523939.2961,3485800.0
Ireland,1983,4026.43315355,60168171751.3179,3510600.0
Ireland,1984,3933.1583686,62788118906.0824,3532423.0
Ireland,1985,4259.97371218,64725518139.8179,3538082.0
Ireland,1986,4209.32154574,64448278606.273,3539690.0
Ireland,1987,4046.58063388,67453560697.4644,3540057.0
Ireland,1988,4160.54388917,70972892315.5242,3524949.0
Ireland,1989,4449.25652738,75099199603.0937,3511009.0
Ireland,1990,4619.91701509,81457494001.5015,3513974.0
Ireland,1991,4806.29517935,83029329818.521,3534235.0
Ireland,1992,5219.28231859,85805227886.166,3558430.0
Ireland,1993,5198.36221327,88115627601.5234,3576261.0
Ireland,1994,5417.9321918701,93187410736.8906,3590386.0
Ireland,1995,5601.86709658,102165479206.052,3608841.0
Ireland,1996,6516.75327101,109704907771.2,3637510.0
Ireland,1997,6860.31231188,121796324887.1,3674171.0
Ireland,1998,8135.09173365,132473139695.762,3712696.0
Ireland,1999,8996.3916632099,146422410628.217,3754786.0
Ireland,2000,10025.41047927,160191278093.194,3805174.0
Ireland,2001,10481.62746909,168690740424.778,3866243.0
Ireland,2002,10685.81721536,178642424207.669,3931947.0
Ireland,2003,10865.49416321,184026417613.381,3996521.0
Ireland,2004,11520.17725562,196518388854.028,4070262.0
Ireland,2005,12201.42796548,207798116295.995,4159914.0
Ireland,2006,13243.98051407,218162781857.521,4273591.0
Ireland,2007,13641.90874061,229747483326.76,4398942.0
Ireland,2008,12837.63934292,219445444220.344,4489544.0
Ireland,2009,11654.67169521,208262981116.422,4535375.0
Ireland,2010,10871.79768177,211767987813.551,4560155.0
Ireland,2011,10372.60462953,213533773140.929,4580084.0
Ireland,2012,10157.94156554,213521939076.437,4599533.0
Ireland,2013,10327.19573642,215925533436.556,4623816.0
Ireland,2014,10732.65186984,234601689874.762,4657740.0
Ireland,2015,10916.17482139,291775166506.891,4701957.0
Ireland,2016,11508.863532657,297630084892.439,4755335.0
Ireland,2017,11264.028842732,324432693194.991,4807388.0
Ireland,2018,11426.170480692,352098825394.701,4867316.0
Ireland,2019,11358.204853348,371256301839.016,4934340.0
Ireland,2020,9696.963647411,394216789047.752,4985382.0
Ireland,2021,9858.5340302415,447783940484.606,5033165.0
Italy,1970,40634.92438467,846950515068.323,53821850.0
Italy,1971,42486.80429892,862348989577.022,54073490.0
Italy,1972,45473.55275108,894173856797.556,54381345.0
Italy,1973,49713.578034929,957891454594.579,54751406.0
Italy,1974,46407.46053324,1010576836194.79,55110868.0
Italy,1975,48724.78101959,989454133933.442,55441001.0
Italy,1976,51297.80262784,1059956551731.36,55718260.0
Italy,1977,55046.18416694,1087096748192.61,55955411.0
Italy,1978,58578.92206833,1122320202071.85,56155143.0
Italy,1979,64906.22552579,1189201052186.41,56317749.0
Italy,1980,66050.841821769,1229990843476.89,56433883.0
Italy,1981,66221.83459709,1240374765744.15,56501675.0
Italy,1982,68618.67460941,1245504778335.04,56543548.0
Italy,1983,68822.26215264,1260067263727.99,56564074.0
Italy,1984,71777.67020079,1300715172729.04,56576718.0
Italy,1985,74485.00540842,1337110298849.1,56593071.0
Italy,1986,77921.652390889,1375351277184.77,56596155.0
Italy,1987,82926.373282149,1419251948455.8,56601931.0
Italy,1988,86512.58591038,1478780730118.51,56629288.0
Italy,1989,90599.022411501,1528887491700.11,56671781.0
Italy,1990,92407.51397195,1559247756414.99,56719240.0
Italy,1991,94276.19160605,1583235965443.08,56758521.0
Italy,1992,99373.40902399,1596444514474.62,56797087.0
Italy,1993,101381.37183487,1582829943638.81,56831821.0
Italy,1994,101106.57138711,1616876989876.23,56843400.0
Italy,1995,103227.40605379,1663553589171.76,56844303.0
Italy,1996,103752.81372553,1684627233211.13,56860281.0
Italy,1997,105210.56471814,1715459486928.71,56890372.0
Italy,1998,108866.57670357,1746519856496.6,56906744.0
Italy,1999,110017.89848159,1774913511831.87,56916317.0
Italy,2000,109927.61480217,1842128690356.25,56942108.0
Italy,2001,112113.12043444,1878075465645.74,56974100.0
Italy,2002,114374.98154176,1882844706806.09,57059007.0
Italy,2003,114857.87612338,1885454835881.29,57313203.0
Italy,2004,117155.20481313,1912296060780.0,57685327.0
Italy,2005,116115.91625327,1927935754486.25,57969484.0
Italy,2006,117215.89790074,1962458137126.76,58143979.0
Italy,2007,117740.2183194,1991641321835.0,58438310.0
Italy,2008,110882.23382366,1972481476580.66,58826731.0
Italy,2009,105811.64068378,1868315968357.23,59095365.0
Italy,2010,103278.89872311,1900325748105.62,59277417.0
Italy,2011,103148.90307872,1913767385824.26,59379449.0
Italy,2012,96907.4891404,1856719783429.57,59539717.0
Italy,2013,94949.6315154,1822536356977.15,60233948.0
Italy,2014,99856.68668729,1822453476364.22,60789140.0
Italy,2015,97467.74910467,1836637711060.55,60730582.0
Italy,2016,96001.905236429,1860393935366.87,60627498.0
Italy,2017,91912.077403364,1891422683817.38,60536709.0
Italy,2018,94875.153983968,1908933681964.96,60421760.0
Italy,2019,95709.822757683,1918157617381.17,59729081.0
Italy,2020,79323.361662234,1744757062415.98,59438851.0
Italy,2021,88284.144365739,1862306180833.87,59109668.0
Latvia,1970,845.594,,2359164.0
Latvia,1971,845.594,,2376389.0
Latvia,1972,927.8262,,2395674.0
Latvia,1973,1005.3932,,2415819.0
Latvia,1974,1098.1847,,2437186.0
Latvia,1975,1212.8964,,2456130.0
Latvia,1976,1305.1431,,2470989.0
Latvia,1977,1324.9672,,2485073.0
Latvia,1978,1355.6014,,2497921.0
Latvia,1979,1405.5811,,2505953.0
Latvia,1980,1507.3678,,2511701.0
Latvia,1981,1500.6514,,2519421.0
Latvia,1982,1486.2413,,2531080.0
Latvia,1983,1453.3875,,2546011.0
Latvia,1984,1436.7505,,2562047.0
Latvia,1985,1441.2275,,2578873.0
Latvia,1986,1542.9379,,2599892.0
Latvia,1987,1596.9226,,2626583.0
Latvia,1988,1629.0964,,2653434.0
Latvia,1989,1678.1184,,2666955.0
Latvia,1990,2350.61552233,,2663151.0
Latvia,1991,2181.49316311,,2650581.0
Latvia,1992,1985.24308056,,2614338.0
Latvia,1993,1957.25148037,,2563290.0
Latvia,1994,1874.60091753,,2520742.0
Latvia,1995,1766.17516812,12350288663.5402,2485056.0
Latvia,1996,1691.38262421,12669916027.5586,2457222.0
Latvia,1997,1713.76139265,13789545456.7203,2432851.0
Latvia,1998,1712.71455449,14663242477.5719,2410019.0
Latvia,1999,1713.24174313,15067386986.0336,2390482.0
Latvia,2000,1917.4702764,15922572893.818,2367550.0
Latvia,2001,2302.62407565,16929438089.8539,2337170.0
Latvia,2002,2370.95466303,18129418442.5547,2310173.0
Latvia,2003,2484.08653986,19656434376.8445,2287955.0
Latvia,2004,2615.94322711,21284802094.6672,2263122.0
Latvia,2005,2742.70782512,23566610772.3461,2238799.0
Latvia,2006,3085.56350214,26387966692.6328,2218357.0
Latvia,2007,3502.09598873,29011437660.3379,2200325.0
Latvia,2008,3290.20551171,28068821027.2594,2177322.0
Latvia,2009,2866.29675369,24066167841.8371,2141669.0
Latvia,2010,2956.8355565,22993883546.7441,2097555.0
Latvia,2011,2572.85606817,23585679970.3973,2059709.0
Latvia,2012,2462.7527591,25246641848.4078,2034319.0
Latvia,2013,2509.56487002,25753586054.7246,2012647.0
Latvia,2014,2653.67657014,26243463733.7578,1993782.0
Latvia,2015,2842.92993885,27263090547.0617,1977527.0
Latvia,2016,2897.6385434376,27908848130.1504,1959537.0
Latvia,2017,3057.7521506601,28833322008.4414,1942248.0
Latvia,2018,3056.5204955952,29984306271.8922,1927174.0
Latvia,2019,3082.2853058287,30754814155.864,1913822.0
Latvia,2020,2684.731481174,30077290109.2039,1900449.0
Latvia,2021,2727.0419243876,31300856486.9336,1884490.0
Lithuania,1970,1578.9202,,3139689.0
Lithuania,1971,1578.9202,,3179041.0
Lithuania,1972,1736.5527,,3213622.0
Lithuania,1973,1888.6474,,3244438.0
Lithuania,1974,2071.5717,,3273894.0
Lithuania,1975,2273.1738999999,,3301652.0
Lithuania,1976,2466.1521,,3328664.0
Lithuania,1977,2518.1681,,3355036.0
Lithuania,1978,2586.8544000001,,3379514.0
Lithuania,1979,2687.3624,,3397842.0
Lithuania,1980,2924.3078,,3413202.0
Lithuania,1981,2953.5405,,3432947.0
Lithuania,1982,2973.1486,,3457179.0
Lithuania,1983,2939.1587,,3485192.0
Lithuania,1984,2918.9619,,3514205.0
Lithuania,1985,2936.5587,,3544543.0
Lithuania,1986,3171.4162,,3578914.0
Lithuania,1987,3255.328,,3616367.0
Lithuania,1988,3281.1257,,3655049.0
Lithuania,1989,3372.0832,,3684255.0
Lithuania,1990,5135.82896321,,3697838.0
Lithuania,1991,5691.97312772,,3704134.0
Lithuania,1992,3642.1290809899,,3700114.0
Lithuania,1993,2701.58527104,,3682613.0
Lithuania,1994,2017.3291321501,,3657144.0
Lithuania,1995,2689.78350826,17913320835.8734,3629102.0
Lithuania,1996,2963.94657075,18837373099.266,3601613.0
Lithuania,1997,3364.33418895,20402932401.8633,3575137.0
Lithuania,1998,3572.8879280499,21928206400.9148,3549331.0
Lithuania,1999,3188.20092997,21677880321.5578,3524238.0
Lithuania,2000,2801.99024035,22478991899.5918,3499536.0
Lithuania,2001,3084.99538754,23945995391.1406,3470818.0
Lithuania,2002,3184.39654452,25562688814.3281,3443067.0
Lithuania,2003,3223.46898792,28263631519.6211,3415213.0
Lithuania,2004,3557.61620028,30120407999.1594,3377075.0
Lithuania,2005,3775.52375105,32449428669.3601,3322528.0
Lithuania,2006,4024.95953258,34855268683.5691,3269909.0
Lithuania,2007,4719.36846817,38726810730.7062,3231294.0
Lithuania,2008,4694.54448806,39739293390.5074,3198231.0
Lithuania,2009,3885.75637052,33842535273.8547,3162916.0
Lithuania,2010,4011.24929608,34401356974.3984,3097282.0
Lithuania,2011,3987.95983304,36478857729.3719,3028115.0
Lithuania,2012,4007.9586442,37881055682.4922,2987773.0
Lithuania,2013,4026.88428144,39225860752.8062,2957689.0
Lithuania,2014,4499.93375656,40613283322.7621,2932367.0
Lithuania,2015,4808.9287696,41435533340.3883,2904910.0
Lithuania,2016,5197.5664069119,42479223269.264,2868231.0
Lithuania,2017,5424.9537855255,44298437189.8902,2828403.0
Lithuania,2018,5775.9772391204,46067411257.316,2801543.0
Lithuania,2019,6020.5201921363,48198076541.4695,2794137.0
Lithuania,2020,5669.711454162,48187587206.6015,2794885.0
Lithuania,2021,5919.0829087932,51069702271.8047,2800839.0
Luxembourg,1970,437.3823,12045251394.0336,339171.0
Luxembourg,1971,483.33522,12366526384.6945,342421.0
Luxembourg,1972,547.75912,13182494340.334,346600.0
Luxembourg,1973,627.72222,14278311403.8371,350450.0
Luxembourg,1974,637.01642,14879781670.3836,355050.0
Luxembourg,1975,801.16392,13901975726.466,358950.0
Luxembourg,1976,858.17072,14254298216.3453,360731.0
Luxembourg,1977,884.324,14478058119.0492,361358.0
Luxembourg,1978,1008.50952,15068034941.5617,362007.0
Luxembourg,1979,1159.53222,15421472491.8961,362856.0
Luxembourg,1980,1237.44244,15551149030.0137,364150.0
Luxembourg,1981,1398.39414,15465469116.0609,365225.0
Luxembourg,1982,1414.03084,15640430422.8094,365525.0
Luxembourg,1983,1386.91042,16107934774.4031,365622.0
Luxembourg,1984,1409.32942,17104522552.5332,365998.0
Luxembourg,1985,1525.05124,17582030272.3488,366706.0
Luxembourg,1986,1581.58788,19337409478.3258,368355.0
Luxembourg,1987,1768.94574,20101425602.3746,370750.0
Luxembourg,1988,1866.69474,21802666126.8535,373450.0
Luxembourg,1989,2202.6025399999,23938905603.7695,377100.0
Luxembourg,1990,2622.08794,25212438894.5285,381850.0
Luxembourg,1991,3119.52388,27391849518.0187,387000.0
Luxembourg,1992,3412.2055800001,27890285979.4902,392175.0
Luxembourg,1993,3456.07644,29061859473.6523,397475.0
Luxembourg,1994,3516.91384,30172289931.4379,402925.0
Luxembourg,1995,3343.6187400001,30604417464.514,408625.0
Luxembourg,1996,3438.14276,31032290015.6547,414225.0
Luxembourg,1997,3638.0198,32714188401.9113,419450.0
Luxembourg,1998,3801.9512,34897700894.5582,424700.0
Luxembourg,1999,4222.9019,37750651303.9183,430475.0
Luxembourg,2000,4827.878195,40369840661.3785,436300.0
Luxembourg,2001,5070.369219,41610952875.9605,441525.0
Luxembourg,2002,5280.873499,42953079582.1566,446175.0
Luxembourg,2003,5838.691071,44078183347.9207,451630.0
Luxembourg,2004,6812.213289,45943524157.4617,458095.0
Luxembourg,2005,7195.9512200001,47084244317.1613,465158.0
Luxembourg,2006,6889.042813,49917169128.3586,472637.0
Luxembourg,2007,6608.419652,53959794734.6914,479993.0
Luxembourg,2008,6702.28424,53797820276.3277,488650.0
Luxembourg,2009,6177.900901,52055333610.1398,497783.0
Luxembourg,2010,6538.592811,54012829450.8633,506953.0
Luxembourg,2011,6932.14121,54576884723.7121,518347.0
Luxembourg,2012,6614.033014,55477349852.5629,530946.0
Luxembourg,2013,6470.419586,57236975164.3722,543360.0
Luxembourg,2014,6178.777233,58738350255.7597,556319.0
Luxembourg,2015,5744.1956630001,60071584216.1375,569604.0
Luxembourg,2016,5567.8057782863,63062062076.8293,582014.0
Luxembourg,2017,5677.751368169,63892707778.4988,596336.0
Luxembourg,2018,6061.0433410478,64671765568.8058,607950.0
Luxembourg,2019,6198.479551113,66172102156.1277,620001.0
Luxembourg,2020,5024.8974599372,65644422263.398,630419.0
Luxembourg,2021,5180.7887967334,68993899662.5449,640064.0
Malta,1970,204.14862,948889936.758017,302650.0
Malta,1971,204.14862,972175635.19361,302700.0
Malta,1972,216.34542,1028934428.04838,302450.0
Malta,1973,244.43298,1071595473.20537,302200.0
Malta,1974,216.1305,1179145123.7102,301996.0
Malta,1975,185.1012,1409786863.41951,304222.0
Malta,1976,190.87722,1649691556.64041,305774.0
Malta,1977,193.81896,1850692777.09975,306970.0
