Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,948889936.758017,972175635.19361,1028934428.04838,1071595473.20537,1179145123.7102,1409786863.41951,1649691556.64041,1850692777.09975,2057251525.57417,2273073116.60934,2433318207.03429,2513903916.56496,2571332852.54632,2555586264.28492,2579669366.47065,2646361034.06191,2749177188.50549,2862182514.14623,3103013314.10185,3356812049.26218,3568002219.01698,3791233995.34006,3969078220.34839,4146922667.2584,4381269610.56252,4659151336.95773,4835143126.59492,5089325640.74115,5350184178.40896,5602711527.79319,6705425496.50505,6626650393.87551,6796627094.19727,7073560412.73716,7083435038.27804,7323088871.62987,7506934428.04837,7865416620.43715,8166315322.31222,8073782314.43471,8521358038.38899,8561078442.25008,8913680239.65383,9401531121.71308,10119161211.5833,11091423499.3898,11466437368.2459,12719183401.753,13503827804.2827,14302895817.153,13112282258.9593,14462554088.5388
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.4221227185029,65.7318749502183,68.0187482039895,69.8940826625591,71.6588681435911,72.9587013895424,73.6782241171471,74.6117239282053,74.9414370363121,75.1335491811903,76.158401532135,77.6412858765368,78.53074108308,79.5575718131056,80.941649886225,82.9957823480576,84.566196230416,86.4445601727905,88.1356943641046,89.8008104656327,90.5848208974789,92.2456122838266,94.140554569286,95.6692918037125,97.7507755089035,100,101.848294698438,102.872414092458,104.726103505838,106.425378165947,108.886299642414,110.820792526757
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.310998103119,66.1609840181352,68.4266831646566,71.159119320485,72.6494081547418,73.5362900295697,73.8867785045836,74.4465627743766,75.7908022968193,76.2447117313426,77.7807509506569,79.3229897968033,80.623893012855,82.1155065328796,83.6880110501444,85.4312944274965,87.3660630558931,89.0537317447947,90.7536298293876,91.2375094865492,92.963794203806,94.6439283615003,96.5000087460424,97.7267729767862,98.6870807670005,100,101.92085069495,103.786280298684,105.351426963995,107.242303041828,108.58798753048,113.497875806573
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0666541263213819,0.217650957595727,0.347324458508456,0.524776184800659,0.906314543280298,2.13851643828284,3.4850598827332,35.3110836614681,47.2995600896967,48.8694975011276,52.476476724209,55.6868476718002,57.829888318914,59.0960212673932,62.3944998253918,66.5089548983828,71.0026155843328,78.849421748238,85.238949372706,88.595675518333,89.2727520389674,94.7299774345522,95.7835043685758,95.8524321060686,97.1375641910779,100,103.322081910062,108.292172059483,112.875797738653,118.786856957641,123.844635692543,132.678079469029
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.7287018395029,53.6177486783148,57.3101755884393,61.9494106542754,64.0550211603155,66.8944308042728,69.7533068578779,72.4738825720421,75.6162388444318,78.3804718969499,80.8573291384495,84.0297654365837,87.5890666882549,92.4141742801262,95.1672115027474,96.0505912637744,97.6525861127284,99.034278320146,99.7685614084672,99.9190534517612,100,99.9360270537403,101.099453563061,103.145200509775,105.208448671974,105.980816963849,108.137479958541
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.8395743644375,50.7384600247615,53.8037643560032,56.388030710226,59.3602338523922,67.431923792903,69.2128084001522,70.7610348030967,72.1519701076461,73.8129027012251,75.8378902956244,78.6137881927256,78.8468035345192,83.0948122571577,85.3460735714382,87.0696333564151,89.7568025341907,93.4711261379724,97.8968345194512,98.1544197623911,100,101.616249000114,103.322161467913,102.353274515749,100.983519043754,100.221866891147,99.6458591514633,100.67916312812,101.68988853195,103.035265004909,101.789542494417,104.712067722737
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7418498088803,33.6965161829186,37.8604831634641,45.8145174463177,51.4689299077198,56.0090663962654,61.5568170307906,66.6731162790698,73.2123913122444,75.4393631034776,76.8290570552471,80.5854485849962,82.7808777661872,83.851004907602,87.2461700967775,87.3290053357964,87.9002290063604,91.012232722385,92.8411974747606,95.243761183432,93.8862385286586,93.8669242910919,95.2288592739161,96.5284520282035,99.0174732187288,100,101.141450601203,102.463313041463,105.094667795776,109.182610800962,113.981615258327,118.550800261172
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.9486794056154,64.6227697871535,65.6928653966204,66.0738300188389,67.1082173862804,67.968806877291,69.3378234553065,70.7342314519883,71.6057782339504,72.8121592498108,75.0096114947515,76.8986642214461,78.703973761785,79.8702327059957,81.5440996039792,83.9141169255452,85.6563246788875,87.7397268340785,91.3674951508409,91.8508495333326,94.8121878576405,95.4176997019678,97.6840452830364,98.5516465299522,99.5688065278568,100,100.254595166531,101.442272869261,102.200915843683,102.959352025268,105.649637351997,108.150944561088
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.9637043680685,37.9427636992022,41.7076241193452,44.5831582208243,47.4636838945051,49.2125813156702,52.5592696387273,55.1124218500112,57.2555311524256,59.9410843033582,63.491844041816,69.1925097102798,77.7435886545874,83.0321144877441,82.7093838181761,84.2166401800205,88.8264373928368,92.4436059228938,96.1702387775993,98.9741910723403,100,102.187309907464,105.856207331938,110.116341861749,113.627876610889,113.292784473929,119.468965514017
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.7026604068857,65.6808132723631,66.263892579682,67.4340474748031,68.6784827753224,71.5637435733581,71.5077263620953,72.9953886693017,75.256740211389,75.954397199198,77.1984021907639,79.7485594552121,80.5015966299992,80.6544882458928,81.1405615921659,81.8943097112338,82.6483297959808,84.9238703116913,87.5032093293515,89.0554333285967,89.3430206329985,91.6869645751331,94.4137095410741,96.8290902887039,98.4089763225236,100,100.087425458293,100.907404599895,102.927781965992,104.466976776599,106.097620777739,108.971138808587
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.3707924035193,72.1631961812487,73.5826864859834,74.7773035741516,75.4689409053733,76.3177573774478,77.3542121012102,78.0335380604696,78.7750616594696,78.9356140222769,80.1617132210674,81.7716283112791,83.4621960041358,85.0140655724725,86.3935679351147,88.066442374406,89.9645625294249,92.2646298358364,94.4486017526563,94.5115304721682,95.5225179283585,96.4280334046036,97.5483584343083,98.3073827294079,98.8745615046704,100,100.5225593434,101.046862157429,102.049473947308,103.354270506569,105.963603207114,106.840949212791
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.3322650253214,71.4712207009572,75.2636242134637,78.1866104318834,79.790693208834,81.3716058806098,81.8616903841307,82.0850224369425,82.6501494160284,82.9337511232256,82.5278824635228,83.6048671290675,84.7570473931756,85.8769028684494,86.8349420472366,87.1868035990211,87.5331803392743,89.0827567780037,89.892813386411,91.5485415991253,92.1392821568798,93.1246968026293,94.5182974955142,96.3702811555776,98.1800570725683,100,101.327752222695,102.851457139699,104.882482514604,107.037876844336,108.747081912452,112.062872662829
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.9149849036632,38.2302396913734,43.8878618481839,50.2203306906218,55.835912108652,61.3032728278205,65.9842067444768,70.3084032141686,73.8966402349882,76.5737189252135,77.7932858203353,80.4964100426776,83.1920500977681,86.0651496867418,88.701034091731,90.6882207058769,93.8578124947225,97.070252830208,101.287550669644,103.890408408256,103.706921809117,104.701489836312,104.413411640726,102.277505616768,100.294595750523,100,99.4214192484161,99.7051742020813,99.5404173418504,99.7877659083568,98.9519953404113,101.008259715308
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.8801705732815,76.2630093263843,77.4417900101772,78.2487462044087,78.6152432376269,80.231472239579,81.0178218556939,81.4202403542513,82.2168777516978,83.0887518281183,84.8420019426097,87.7285447470603,90.450834890115,96.3599680945902,95.8411235461927,92.7462439489327,94.8222602414219,94.7772051198712,92.8690137765143,98.0126898784489,100,102.884045659297,106.428742413788,107.564733575861,108.629918685899,117.477152678796,121.633238778575,125.606388088377,127.925986820297,129.455997510761,129.985660211609,..
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8061524295855,14.345558965211,17.3980722867189,20.7891410896041,26.3466583004742,32.1245554872678,38.6332447166024,43.9519774925589,47.5209941920285,52.0751600619005,57.8276740046416,62.5068063736519,65.9096648380865,69.2676187147138,71.0888566592386,73.6932130363971,77.7038392116379,81.4377364407193,84.8581434211681,87.0081907337536,88.6907731413151,91.2567751231697,93.8291589873286,97.2984556669492,100,101.320878951287,105.403438115615,110.511796758542,115.778276897892,123.088546214499,131.550365258782
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.1298040995951,53.0688675909773,54.5612818223226,57.3852387883355,58.3576492663134,60.1282181401807,61.5101746033067,63.931040429814,68.1258904587594,71.1119365263625,76.0036997545569,81.2183462342698,85.4335914567096,88.7791894497064,89.2385957995872,91.9841920723881,95.1366192850918,96.2810715108195,95.7978449480411,91.3720930398021,88.6537060285274,89.9807354956089,92.0359429018023,92.9031282888189,92.8503484950367,100,100.705182877569,101.637570462502,102.361147896898,106.685690311395,105.392531293916,104.99475674075
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.2026382825425,39.1497929994148,40.2280191020821,42.1246485631958,43.5985450998144,45.3532964398795,49.3007338817342,52.1957409347527,52.4524725951185,53.8555832311972,55.506720610748,60.2895596081403,62.9019940283818,70.5353280648314,78.1564646618538,83.1341361514239,85.7085256579296,88.6576534330065,90.5412223733281,94.2911246704179,100,102.260860866933,103.21903782808,105.957387936479,110.820229034017,114.38238119573,121.248798482159
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.0114901711646,55.9546521940305,58.3988160217959,60.6681658980901,62.817319644298,65.9112262213569,68.8822559511206,70.6507215561358,72.3481911079763,73.4595522525397,74.7762397729572,77.0446458199659,79.5673509246782,82.0719783056347,84.2634508770757,85.9576163462017,87.7840901220716,89.960253121457,92.1199320167365,93.6664773251959,94.0752008691485,95.5871558446927,97.0661772838933,98.1801185952781,99.0767399493526,100,101.134350020373,101.868932515805,102.95702722981,103.904415750493,105.333805789225,105.833976874254
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.461537618599,40.995258609481,43.4087872967942,45.5027536986442,46.1815831206829,47.8525405287607,48.9521532686829,51.4358741629413,54.0171648727335,57.833180490516,64.3129088878176,72.3135717057837,86.8207524358953,96.9396702845412,87.5693191525174,87.2675458112907,92.9688121073054,96.3517359542595,98.0047940431171,99.8841974527498,100,100.864382927847,103.837125016869,107.880135994541,110.658203020134,110.525797205639,118.029229036464
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.0695700991724,57.198235345776,63.7466834954856,65.8831134516849,65.0550337400648,65.8997982994768,65.68772576224,65.8970440407716,65.3609752095379,67.1138240191994,71.734683682734,76.5664343853841,83.1163755700724,91.1862347150644,88.1807010625741,90.4147447156695,95.2518904282781,97.8563185701156,99.1101831163818,99.9363577377023,100,101.576252772135,105.886571773001,109.620356917142,112.529937914217,114.172066563442,121.636787937508
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.5851409800993,47.4343143049531,49.2031738347002,52.14196351364,53.9890286071169,55.2480904268949,57.3384338795562,58.8404392023234,57.6444799384787,60.3910202778131,63.1741241553948,63.6732466838097,64.6056847881087,66.0179499298584,68.0759450409665,71.3553860640164,75.9611444865529,77.3986943640191,82.5147212855659,83.2331669824209,87.1021928832616,90.1067496489273,93.0496156548148,95.1674476991811,97.8289978034843,100,98.8923830735954,101.011551903111,102.760770824022,103.3537906399,107.768403725982,115.099686187287
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.7506782061062,64.7066479329925,66.3215581242313,67.3810507371062,68.7709422676508,70.1908033006204,70.920952186834,72.7952453642463,74.3099205491925,75.263591773841,77.8378849531376,81.0952874954419,84.1530188250057,85.9793743862332,87.0146009594895,88.74509509539,91.0179513915191,92.9040305955358,95.0466999422393,95.2564695398748,96.1522744598663,96.338475345887,97.7316352541908,98.9825875333623,99.233197322166,100,100.454667288773,101.721106469914,104.200142141613,107.360255064161,109.820631398951,112.477589495091
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.0743337802326,45.0491066719503,44.7609280141633,45.7871438435722,45.7157545693183,47.1153215857048,49.1231469457791,50.4915822294263,50.1417375785635,53.4841709649039,61.7152386727532,62.74813557364,61.7238825533887,63.4922948640786,67.198418913938,73.0799316055509,79.4841513483117,81.8342973980698,90.3499092719996,85.6391370921045,90.7502619399807,96.8456902763935,100.083164786483,102.640485392928,102.938762721441,100,98.5257461744389,102.41860141312,109.231085570549,108.714861618646,104.796120108729,122.535950897316
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.5359971839163,13.2526473432847,18.3715442631747,24.0010991651927,32.9376767838077,42.1396889288369,49.7047501222778,56.4976723368098,62.7247038646123,66.5913742091087,70.6690056734766,72.8737147647162,74.2220390513417,74.7980285823773,78.4755693970085,80.4839126428642,81.8750167473734,84.9183823639835,88.2253915879286,91.5652093247994,92.9966947314101,95.894531143915,98.0274630726771,98.2427952314348,98.7000775995115,100,100.087276388011,101.85092058039,103.103321212121,106.229967214119,110.750093686501,116.345748817675
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.688994967171,46.9946860885227,52.3737128089539,56.2370230962744,60.3297442280555,62.3982202334586,63.8901526383479,66.3724177266047,68.9111848498567,71.2338553389844,73.6702446165027,76.4078182489106,79.6091390256281,82.3374666028655,84.3132485271703,87.1233275085975,89.897807039319,92.5644865865037,94.1730021520957,95.2071496626764,95.8186564916917,95.5646188167092,95.193640444889,97.3342168978721,98.020030256249,100,101.716662546871,103.254527340757,105.126528567437,106.965667510009,109.042805251311,109.782356231971
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0346449468482639,0.102203971583824,0.306467700460351,1.00309555594965,2.39762979877799,3.45099184387692,4.96950707283173,11.6951584068597,17.3245667418802,25.9041188970036,37.0897218583866,51.1676136710352,62.7899631065695,77.3278836747159,89.2801421545018,100,110.606579357102,128.10036754771,148.616384250316,154.690006290813,163.832650263076,170.348181952419,176.826682051429,179.284019667787,182.350250239498,188.303537828593,193.239513625645,202.228955115994,214.79196910768,229.409260607483,238.836410188211,251.773217947011
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.6385792449331,43.5018837647118,49.3522296962313,54.2336930629492,56.6950671387985,59.4100619286839,62.2934200415313,66.787924596301,73.1257847447616,76.8709122901492,79.8979535576276,84.1527447608044,88.9820428193757,91.2449486098075,93.8902075739062,94.9375937188437,97.6509804593211,96.5170363801154,97.0311646010117,98.6578699322553,99.9010737457947,100.409911174705,100.216872540631,100,99.4878150769757,100.697282363905,102.74582419573,105.307778693488,107.802118708142,110.372751153628
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.3542056783645,49.4338518183942,53.6015376031386,57.5830766211576,61.3440689286497,64.758030555233,70.375931172248,75.7116136743152,79.982090180317,82.670241917721,83.9273050749424,85.7914067928993,89.375329534275,93.3664901980161,96.5406529234182,95.5469427161486,96.5406452592415,97.0031176797686,98.5555128307135,99.0049571282187,100,100.874115426326,102.350977059698,104.517530610362,106.816502313286,108.125875837057,110.886115370461
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.4621358019987,52.8924040191434,56.441892093373,59.0027969913151,61.2920122005428,64.3156267585671,66.5410302098777,68.1086710448826,69.8567917738823,71.6319723343161,74.0171055397636,77.0579402349796,80.2054486699339,83.3603662483752,86.5965514010122,90.1479139812541,93.7354271269975,96.9378484633813,99.1230679756324,99.2657113177929,99.4179736772108,99.3983378838761,99.2844693942399,99.6800579900999,99.457404154409,100,100.32289879352,101.626649872733,102.89216092872,104.234550879444,105.385228101024,107.669414103509
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.0990799073694,67.2202599456769,67.9027749684118,69.4049684296565,71.2011983821197,73.9149547328453,74.6607999450472,75.7997638557054,76.4159853820027,77.1020974754231,78.2630781005494,80.2067596191179,81.4480710305861,82.8328832530297,83.1087348927927,83.6791791627471,85.1497685136566,87.5560100586049,90.3886529857566,92.5208355313202,93.3975309739023,94.4140317819709,95.3595146890531,96.2438747196212,97.9228792303374,100,101.525609913981,103.693335826407,106.178782478357,108.883023855806,110.800659570053,114.077603321465
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.4452173416057,85.8506745168551,87.6746880345541,89.7105153105151,90.7730351773395,91.4427200601321,91.7000223134258,91.2606686421981,91.0807894042356,91.117068986845,92.35338876718,93.2538521454018,93.0120400829211,94.1138041464481,94.4031015157687,95.2852130398945,97.340909594286,99.6571657913625,101.118936940783,101.541337644152,101.881022864779,101.847541802817,101.843707179536,101.819968959778,101.218868614015,100,99.403280112107,99.0307002253302,99.7718541179184,99.6663508087366,99.1651603590781,100.589394755295
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.2117120561661,55.5632270084257,57.4084702472794,58.9774691474613,59.7993930641985,66.7779878883935,69.62362907556,69.380610974873,70.4883463060925,71.4345161188619,72.6423575355608,73.986980381964,75.51365806669,77.5805598782434,79.5744260353549,82.0697981804629,84.4074398234977,86.7679071778081,89.5692609182311,91.1064656453413,92.3602794929261,94.2696739691105,95.7891913326336,97.9337202672007,99.4912269200947,100,101.901106634362,103.754449731466,105.828537383241,107.961091613075,113.457364373102,113.784285340349
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.4639851755976,57.3225133647659,59.3599953409996,61.0544299211774,63.2290324580316,63.7232305757236,64.941434916411,68.5879270978454,69.8249698363912,71.875304383915,73.0094645575485,76.4407460737367,77.3923405922492,75.6579979295417,76.9136788684742,78.0585730951623,79.8551581436595,81.6789155181899,84.3172153308968,86.0201459412662,88.7439292735961,89.742227290989,91.6678076650195,93.753540407855,95.9508354896715,100,101.997155214955,104.160923951918,106.441541368828,108.972787638079,110.626073565125,112.628978680639
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Austria,AUT,16.2732646453409,17.1011106325943,17.67232247964,18.3223575301174,18.9057025906236,19.9117535689689,20.5334714085697,21.2003498068899,21.8020225082156,22.3979966821022,23.8429787755394,25.3222864886616,27.246762940181,29.4389126719672,32.2362392253626,34.3179833105818,36.2483422235106,38.1327891940487,40.4180935865645,42.0810439770473,44.4294309916292,47.4136082155982,49.9527441587086,51.6874947504377,54.2459086209681,55.8532126173903,57.501439254722,58.9027195364937,59.8020789154312,61.5750673626581,63.4221227185029,65.7318749502184,68.0187482039896,69.8940826625591,71.6588681435911,72.9587013895424,73.6782241171471,74.6117239282053,74.9414370363121,75.1335491811904,76.1584015321351,77.6412858765368,78.53074108308,79.5575718131056,80.941649886225,82.9957823480576,84.566196230416,86.4445601727905,88.1356943641046,89.8008104656327,90.5848208974789,92.2456122838266,94.140554569286,95.6692918037125,97.7507755089035,100,101.848294698438,102.872414092458,104.763275362235,106.383619180434,109.105552750433,111.225918202196
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Belgium,BEL,14.9270651224403,15.1234259911003,15.3756381483845,15.8408737001259,16.5762746278768,17.4217828122874,18.1336394596051,18.712724712135,19.2030522311272,19.9757496993481,21.3102241357185,22.4520723614726,23.8705537030979,25.4954190545999,28.5977883963432,32.2839640495682,34.7295592700855,37.3266565390133,38.9777080003032,40.733747828014,42.4146654312923,44.5944385010489,47.9704231193204,50.6629311889927,53.4183447632492,55.8904080140709,57.4535404021178,58.4211217266059,59.6882699581393,62.5517892592981,64.310998103119,66.1609840181352,68.4266831646566,71.159119320485,72.6494081547418,73.5362900295698,73.8867785045836,74.4465627743766,75.7908022968193,76.2447117313426,77.7807509506569,79.3229897968033,80.623893012855,82.1155065328796,83.6880110501443,85.4312944274965,87.3660630558931,89.0537317447947,90.7536298293876,91.2375094865492,92.963794203806,94.6439283615003,96.5000087460424,97.7267729767862,98.6870807670005,100,101.92085069495,103.786280298684,105.394792789226,107.251260296699,108.871527580472,112.057191349019
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0481137806450941,0.0494710407437506,0.0504191397857535,0.0500937993303884,0.0514647406303434,0.0515826860450797,0.0522767257291216,0.0523100985636126,0.0494907182503771,0.0528212872644086,0.0666541263213819,0.217650957595726,0.347324458508456,0.524776184800659,0.906314543280297,2.13851643828284,3.4850598827332,35.3110836614681,47.2995600896967,48.8694975011276,52.476476724209,55.6868476718002,57.8298883189139,59.0960212673932,62.3944998253918,66.5089548983828,71.0026155843328,78.849421748238,85.238949372706,88.595675518333,89.2727520389674,94.7299774345522,95.7835043685758,95.8524321060686,97.1375641910779,100,103.322081910062,108.292172059483,112.875797738653,118.786856957641,123.844635692543,132.678079469029
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.7287018395029,53.6177486783148,57.3101755884393,61.9494106542754,64.0550211603155,66.8944308042729,69.7533068578779,72.4738825720422,75.6162388444318,78.38047189695,80.8573291384496,84.0297654365838,87.589066688255,92.4141742801262,95.1672115027474,96.0505912637745,97.6525861127284,99.034278320146,99.7685614084671,99.9190534517612,100,99.9360270537403,101.099453563061,103.145200509775,105.208448671974,105.980816963849,108.137479958541
